Steps,User Time,Real Time,Growth Rate,QC position,Average Pressure,Average Sigma,Average Cell Growth,Average Vertex Velocity,Average Auxin Cytoplasm,Std Auxin Cytoplasm,Average Auxin Intercellular,Average PIN Cytoplasm,Average PIN Membrane,Average AUX1 Cytoplasm,Average Auxin Diffusion,Average Auxin Export,Average PIN1 Expression,Average PIN1 Trafficking
27,0.81,0.75,17.8896,-0.475775 -14.2364 0,0,0,0.00781568,0.261472,0.0358674,0.103686,0.0272351,0.130644,0.0652692,0.277286,0,0.960397,4.76844,3.42785
28,0.84,0.78,17.2611,-0.474977 -14.2455 0,0,0,0.00812783,0.26612,0.0358633,0.103609,0.0276841,0.131018,0.0657224,0.278915,0,0.965966,4.76858,3.43565
29,0.87,0.81,16.6762,-0.474212 -14.2548 0,0,0,0.0084294,0.270687,0.0358576,0.103527,0.0281355,0.13139,0.0661736,0.280593,0,0.9714,4.7689,3.44334
30,0.9,0.84,16.1306,-0.47337 -14.2644 0,0,0,0.00872105,0.275247,0.0358504,0.103439,0.0285894,0.13176,0.0666228,0.28232,0,0.976697,4.76942,3.45093
31,0.93,0.87,0.140073,-0.472507 -14.2741 0,0,0,0.00900943,0.28124,0.0358418,0.103345,0.0290457,0.132127,0.06707,0.284098,0,0.981856,4.77015,3.45842
32,0.96,0.9,0.150743,-0.471634 -14.2839 0,0,0,0.00928977,0.286374,0.0358316,0.103246,0.0295042,0.132493,0.0675152,0.285929,0,0.986873,4.7711,3.46581
33,0.99,0.93,0.160243,-0.470779 -14.2937 0,0,0,0.00956124,0.290723,0.0358202,0.103141,0.0299649,0.132857,0.0679583,0.287816,0,0.991746,4.7723,3.4731
34,1.02,0.96,0.169688,-0.469954 -14.3036 0,0,0,0.00982445,0.294294,0.0358073,0.10303,0.0304279,0.133219,0.0683995,0.289758,0,0.996474,4.77376,3.48029
35,1.05,0.99,0.179526,-0.469155 -14.3135 0,0,0,0.0100803,0.297154,0.0357932,0.102915,0.0308929,0.13358,0.0688386,0.291758,0,1.00105,4.7755,3.48738
36,1.08,1.02,0.18988,-0.468374 -14.3235 0,0,0,0.0103293,0.299467,0.0357779,0.102794,0.0313599,0.13394,0.0692758,0.293816,0,1.00548,4.77754,3.49436
37,1.11,1.05,0.200522,-0.4676 -14.3336 0,0,0,0.0105723,0.30139,0.0357615,0.102668,0.0318288,0.134298,0.0697109,0.295933,0,1.00976,4.7799,3.50125
38,1.14,1.08,0.210978,-0.46683 -14.3437 0,0,0,0.0108094,0.303177,0.0357439,0.102537,0.0322997,0.134656,0.070144,0.298112,0,1.01388,4.7826,3.50805
39,1.17,1.11,0.221363,-0.466068 -14.3539 0,0,0,0.0110412,0.304587,0.0357253,0.102401,0.0327723,0.135013,0.070575,0.300352,0,1.01785,4.78567,3.51474
40,1.2,1.14,0.231504,-0.465316 -14.364 0,0,0,0.0112682,0.306064,0.0357057,0.102261,0.0332467,0.13537,0.0710041,0.302654,0,1.02166,4.78914,3.52134
41,1.23,1.17,0.24123,-0.464575 -14.3741 0,0,0,0.0114912,0.307526,0.0356852,0.102116,0.0337227,0.135726,0.0714311,0.305019,0,1.0253,4.79302,3.52785
42,1.26,1.2,0.250367,-0.463844 -14.3841 0,0,0,0.0117104,0.308913,0.0356639,0.101966,0.0342002,0.136083,0.0718561,0.307451,0,1.02878,4.79735,3.53427
43,1.29,1.23,0.25889,-0.463172 -14.3938 0,0,0,0.0119266,0.310441,0.0356418,0.101812,0.0346793,0.136439,0.072279,0.309949,0,1.0321,4.80215,3.54061
44,1.32,1.26,0.266665,-0.46252 -14.4035 0,0,0,0.0121401,0.312091,0.0356189,0.101653,0.0351598,0.136797,0.0726999,0.312514,0,1.03525,4.80744,3.54685
45,1.35,1.29,0.273763,-0.461879 -14.413 0,0,0,0.0123508,0.314847,0.0355954,0.10149,0.0356416,0.137155,0.0731188,0.315147,0,1.03822,4.81326,3.55302
46,1.38,1.32,0.280196,-0.461242 -14.4225 0,0,0,0.0125616,0.317542,0.0355713,0.101324,0.0361247,0.137514,0.0735357,0.317848,0,1.04103,4.81963,3.55911
47,1.41,1.35,0.285969,-0.460602 -14.4319 0,0,0,0.0127705,0.320267,0.0355466,0.101153,0.0366089,0.137874,0.0739505,0.320617,0,1.04365,4.82657,3.56512
48,1.44,1.38,0.291049,-0.459945 -14.4412 0,0,0,0.0129766,0.323162,0.0355215,0.100978,0.0370942,0.138237,0.0743632,0.323458,0,1.0461,4.83413,3.57106
49,1.47,1.41,0.295424,-0.459266 -14.4504 0,0,0,0.0131799,0.326348,0.035496,0.100799,0.0375805,0.138601,0.074774,0.326369,0,1.04837,4.84231,3.57693
50,1.5,1.44,0.299076,-0.458569 -14.4595 0,0,0,0.0133805,0.329886,0.0354701,0.100617,0.0380678,0.138967,0.0751826,0.329352,0,1.05046,4.85115,3.58274
51,1.53,1.47,0.302005,-0.457872 -14.4686 0,0,0,0.0135791,0.332818,0.0354439,0.100431,0.0385558,0.139337,0.0755893,0.332408,0,1.05237,4.86066,3.58849
52,1.56,1.5,0.304269,-0.457172 -14.4776 0,0,0,0.013776,0.337158,0.0354175,0.100241,0.0390446,0.139709,0.0759939,0.335534,0,1.05408,4.87087,3.59419
53,1.59,1.53,0.305946,-0.456483 -14.4865 0,0,0,0.0139728,0.341823,0.035391,0.100049,0.0395341,0.140084,0.0763965,0.338733,0,1.05561,4.8818,3.59985
54,1.62,1.56,0.30691,-0.455799 -14.4953 0,0,0,0.01417,0.346889,0.0353644,0.0998526,0.0400241,0.140463,0.0767971,0.342004,0,1.05695,4.89346,3.60546
55,1.65,1.59,0.307325,-0.455123 -14.5042 0,0,0,0.0143669,0.352359,0.0353378,0.0996534,0.0405146,0.140846,0.0771957,0.345348,0,1.05809,4.90587,3.61104
56,1.68,1.62,0.307374,-0.454405 -14.513 0,0,0,0.0145648,0.358268,0.0353113,0.0994512,0.0410055,0.141233,0.0775922,0.348764,0,1.05904,4.91905,3.61659
57,1.71,1.65,0.307178,-0.453624 -14.5219 0,0,0,0.0147643,0.364601,0.0352849,0.099246,0.0414967,0.141625,0.0779868,0.352253,0,1.0598,4.933,3.62211
58,1.74,1.68,0.306743,-0.452783 -14.5309 0,0,0,0.0149659,0.3714,0.0352587,0.099038,0.0419881,0.142021,0.0783793,0.355814,0,1.06035,4.94774,3.62763
59,1.77,1.71,0.306122,-0.451917 -14.54 0,0,0,0.0151693,0.378615,0.0352328,0.0988273,0.0424796,0.142423,0.0787699,0.359449,0,1.0607,4.96326,3.63313
60,1.8,1.74,0.305384,-0.450979 -14.5495 0,0,0,0.0153755,0.386233,0.0352072,0.0986141,0.042971,0.14283,0.0791585,0.363156,0,1.06085,4.97957,3.63864
61,1.83,1.77,0.304758,-0.449993 -14.5594 0,0,0,0.0155836,0.394242,0.0351821,0.0983984,0.0434624,0.143244,0.0795452,0.366937,0,1.06079,4.99666,3.64416
62,1.86,1.8,0.30431,-0.44896 -14.5698 0,0,0,0.0157939,0.40274,0.0351574,0.0981804,0.0439536,0.143663,0.0799299,0.370789,0,1.06053,5.01451,3.64969
63,1.89,1.83,0.304198,-0.447882 -14.5806 0,0,0,0.0160059,0.411417,0.0351334,0.0979602,0.0444446,0.144089,0.0803127,0.374714,0,1.06005,5.03312,3.65525
64,1.92,1.86,0.304489,-0.446756 -14.5918 0,0,0,0.0162203,0.420643,0.03511,0.0977379,0.0449351,0.144521,0.0806936,0.37871,0,1.05937,5.05247,3.66084
65,1.95,1.89,0.305243,-0.445585 -14.6036 0,0,0,0.0164365,0.430195,0.0350872,0.0975137,0.0454252,0.144961,0.0810726,0.382778,0,1.05847,5.07254,3.66647
66,1.98,1.92,0.306466,-0.444372 -14.6158 0,0,0,0.0166547,0.439538,0.0350653,0.0972877,0.0459147,0.145407,0.0814497,0.386915,0,1.05736,5.0933,3.67215
67,2.01,1.95,0.30816,-0.443117 -14.6285 0,0,0,0.016873,0.447082,0.0350442,0.09706,0.0464035,0.145861,0.0818249,0.391122,0,1.05604,5.11473,3.67788
68,2.04,1.98,0.310303,-0.441818 -14.6417 0,0,0,0.0170869,0.452859,0.035024,0.0968307,0.0468915,0.146322,0.0821982,0.3954,0,1.0545,5.13677,3.68368
69,2.07,2.01,0.31287,-0.440457 -14.6553 0,0,0,0.0172941,0.462079,0.0350048,0.0966001,0.0473786,0.146791,0.0825698,0.399742,0,1.05274,5.15941,3.68956
70,2.1,2.01,0.315961,-0.439039 -14.6695 0,0,0,0.017491,0.468756,0.0349865,0.0963682,0.0478647,0.147267,0.0829394,0.404148,0,1.05076,5.1826,3.69551
71,2.13,2.01,0.319628,-0.437536 -14.6842 0,0,0,0.0176808,0.47296,0.0349692,0.0961352,0.0483498,0.147751,0.0833073,0.408621,0,1.04856,5.2063,3.70156
72,2.16,2.01,0.323888,-0.435932 -14.6993 0,0,0,0.0178623,0.475216,0.034953,0.0959012,0.0488336,0.148243,0.0836734,0.41316,0,1.04613,5.23042,3.70769
73,2.19,2.01,0.328785,-0.434282 -14.7149 0,0,0,0.0180345,0.476082,0.0349381,0.0956663,0.0493162,0.148742,0.0840377,0.417766,0,1.04349,5.25497,3.71393
74,2.22,2.01,0.334505,-0.432664 -14.7311 0,0,0,0.0181969,0.476316,0.0349245,0.0954309,0.0497973,0.14925,0.0844002,0.422438,0,1.04062,5.27996,3.72028
75,2.25,2.01,0.34104,-0.431137 -14.7478 0,0,0,0.0183493,0.475751,0.0349123,0.0951949,0.050277,0.149765,0.084761,0.427171,0,1.03753,5.30537,3.72674
76,2.28,2.01,0.348344,-0.429727 -14.7649 0,0,0,0.018492,0.474553,0.0349016,0.0949585,0.050755,0.150289,0.08512,0.431968,0,1.03421,5.33117,3.73333
77,2.31,2.01,0.35634,-0.428452 -14.7826 0,0,0,0.0186249,0.472885,0.0348925,0.094722,0.0512313,0.15082,0.0854774,0.436828,0,1.03067,5.35735,3.74004
78,2.34,2.01,0.364969,-0.427278 -14.8006 0,0,0,0.0187485,0.47088,0.0358602,0.0887011,0.0642012,0.171212,0.0956366,0.612348,0,0.821542,6.37382,4.02554
79,2.37,2.01,0.374195,-0.426168 -14.8192 0,0,0,0.0188628,0.47663,0.0400953,0.0902879,0.073012,0.198143,0.105791,0.792962,0,0.468608,7.6714,4.54329
80,2.4,2.04,0.384148,-0.425104 -14.8381 0,0,0,0.0189715,0.502903,0.0478256,0.105395,0.0766806,0.226767,0.117491,0.944062,0,0.120575,8.51623,5.24567
81,2.43,2.07,0.39462,-0.424092 -14.8571 0,0,0,0.0190783,0.541439,0.0578146,0.130466,0.0763326,0.251179,0.131251,1.06715,0,-0.0922659,8.80227,5.93303
82,2.46,2.1,0.405343,-0.423109 -14.8761 0,0,0,0.0191742,0.577412,0.0684496,0.158523,0.0741826,0.269901,0.146117,1.18046,0,-0.14602,8.89501,6.49053
83,2.49,2.13,0.416467,-0.422057 -14.8961 0,0,0,0.0192629,0.607662,0.0786558,0.184998,0.0720573,0.284787,0.160958,1.29987,0,-0.10583,9.10139,6.92715
84,2.52,2.13,0.429304,-0.420865 -14.9182 0,0,0,0.0193457,0.633065,0.0881324,0.207626,0.0706551,0.299208,0.17514,1.43739,0,-0.0540286,9.60096,7.31909
85,2.55,2.16,0.444748,-0.419532 -14.9432 0,0,0,0.0194249,0.654878,0.0971296,0.225629,0.0697358,0.316225,0.188641,1.59795,0,-0.0385093,10.3739,7.74269
86,2.58,2.19,0.463315,-0.418118 -14.9711 0,0,0,0.0195046,0.676682,0.106078,0.239284,0.0687291,0.337728,0.201911,1.76789,0,-0.0609915,11.327,8.24742
87,2.61,2.19,0.484953,-0.416873 -15.0019 0,0,0,0.0195827,0.698595,0.115191,0.249293,0.0673122,0.362534,0.215494,1.92467,0,-0.0901637,12.2556,8.85451
88,2.64,2.19,0.510125,-0.416102 -15.0362 0,0,0,0.0196627,0.720154,0.124321,0.256476,0.065655,0.387764,0.229839,2.05682,0,-0.0926264,13.0518,9.53313
89,2.67,2.22,0.539706,-0.415677 -15.0739 0,0,0,0.0197456,0.742113,0.133153,0.261662,0.0642215,0.41099,0.245149,2.17245,0,-0.0612063,13.5867,10.2146
90,2.7,2.25,0.573178,-0.41558 -15.1152 0,0,0,0.0198342,0.76711,0.141496,0.265604,0.0633591,0.431125,0.260953,2.28146,0,-0.0168421,13.9993,10.8296
91,2.73,2.28,0.610112,-0.415767 -15.1605 0,0,0,0.01993,0.794983,0.149409,0.268845,0.0630568,0.449604,0.27672,2.39056,0,0.0152936,14.4828,11.3765
92,2.76,2.31,0.650674,-0.416066 -15.2093 0,0,0,0.020035,0.823584,0.157098,0.271787,0.063055,0.467387,0.292116,2.5091,0,0.0271969,14.89,11.8665
93,2.79,2.34,0.694363,-0.416372 -15.2611 0,0,0,0.0201525,0.851926,0.164703,0.27483,0.0631287,0.484381,0.30682,2.64475,0,0.0292139,15.2644,12.3026
94,2.82,2.37,0.740598,-0.416603 -15.315 0,0,0,0.0202784,0.879303,0.172214,0.278235,0.0632215,0.500674,0.320648,2.7984,0,0.0309372,15.6864,12.7163
95,2.85,2.4,0.7884,-0.416735 -15.3698 0,0,0,0.0204144,0.905357,0.179572,0.281979,0.0633229,0.516679,0.333649,2.96117,0,0.0296398,16.2837,13.142
96,2.88,2.43,0.836662,-0.416867 -15.4253 0,0,0,0.0205565,0.930186,0.186801,0.285845,0.0633396,0.533823,0.346145,3.12282,0,0.0186236,17.1122,13.6258
97,2.91,2.46,0.885002,-0.41712 -15.4816 0,0,0,0.0209071,0.95433,0.194021,0.289582,0.0631316,0.553593,0.358657,3.27087,0,-0.000961327,18.058,14.2042
98,2.94,2.49,0.934071,-0.417354 -15.5401 0,0,0,0.021255,0.977004,0.201356,0.292956,0.0626534,0.575732,0.371678,3.4009,0,-0.0179667,18.8525,14.8624
99,2.97,2.52,0.984834,-0.417726 -15.6032 0,0,0,0.021613,0.998506,0.208797,0.295759,0.0620431,0.598195,0.385466,3.51471,0,-0.0193653,19.4091,15.5262
100,3,2.55,1.04077,-0.418819 -15.6715 0,0,0,0.0219831,1.0196,0.216241,0.298039,0.0615589,0.619091,0.399755,3.62617,0,-0.00179882,19.7675,16.1314
101,3.03,2.58,1.10342,-0.419982 -15.7439 0,0,0,0.0223763,1.04069,0.223546,0.299983,0.0613886,0.637238,0.413924,3.74437,0,0.0218574,20.104,16.6503
102,3.06,2.61,1.16998,-0.421203 -15.8186 0,0,0,0.0227937,1.06195,0.230693,0.301866,0.0614778,0.653692,0.427671,3.85861,0,0.0333577,20.6139,17.1226
103,3.09,2.64,1.23854,-0.422629 -15.8948 0,0,0,0.0232252,1.08355,0.237765,0.303815,0.0615831,0.669599,0.44097,3.96309,0,0.025644,21.1651,17.6001
104,3.12,2.67,1.30778,-0.424517 -15.9719 0,0,0,0.0236646,1.10579,0.244846,0.30598,0.0615025,0.684763,0.454069,4.05862,0,0.010676,21.6186,18.0634
105,3.15,2.7,1.37721,-0.426669 -16.0499 0,0,0,0.0241076,1.12853,0.251901,0.308671,0.0612763,0.699158,0.467023,4.14629,0,0.00729279,22.0085,18.4803
106,3.18,2.73,1.4468,-0.429481 -16.1293 0,0,0,0.0245523,1.15138,0.258802,0.312344,0.061145,0.713026,0.479503,4.23914,0,0.0232679,22.3452,18.8595
107,3.21,2.76,1.51726,-0.433007 -16.2101 0,0,0,0.0249978,1.17402,0.265445,0.31735,0.0613271,0.72647,0.49139,4.35803,0,0.0485006,22.7073,19.2205
108,3.24,2.79,1.58895,-0.436966 -16.2924 0,0,0,0.025437,1.19641,0.271896,0.32383,0.0618074,0.740998,0.502788,4.49812,0,0.0631597,23.3355,19.5988
109,3.27,2.82,1.66167,-0.441102 -16.3758 0,0,0,0.0258739,1.21861,0.278373,0.331565,0.0623488,0.758833,0.514128,4.63706,0,0.0583564,24.174,20.0691
110,3.3,2.85,1.73499,-0.445172 -16.4592 0,0,0,0.0263091,1.24098,0.28508,0.340008,0.0627388,0.778968,0.526027,4.76618,0,0.0449211,24.8569,20.6329
111,3.33,2.88,1.80762,-0.448086 -16.5405 0,0,0,0.0267616,1.26317,0.292049,0.348492,0.0629871,0.798809,0.538736,4.888,0,0.0399966,25.3308,21.2078
112,3.36,2.91,1.87728,-0.449611 -16.6215 0,0,0,0.0272317,1.2848,0.299146,0.356404,0.0632732,0.817568,0.552171,5.01167,0,0.049115,25.7677,21.7415
113,3.39,2.94,1.94534,-0.450149 -16.703 0,0,0,0.0277119,1.30563,0.306243,0.363369,0.0637376,0.83599,0.566114,5.15434,0,0.0630519,26.3089,22.2416
114,3.42,2.97,2.01236,-0.450695 -16.7852 0,0,0,0.0282013,1.32603,0.313322,0.3692,0.0643308,0.855314,0.580251,5.31177,0,0.0666951,27.0624,22.7396
115,3.45,3,2.07786,-0.452688 -16.8674 0,0,0,0.0286978,1.3456,0.320446,0.373832,0.0648495,0.876325,0.594616,5.46493,0,0.0543187,27.9121,23.2681
116,3.48,3.03,2.13981,-0.456283 -16.9495 0,0,0,0.0292164,1.36465,0.327632,0.377002,0.065105,0.898248,0.609345,5.60302,0,0.0327242,28.6713,23.8345
117,3.51,3.06,2.19874,-0.461032 -17.0318 0,0,0,0.0297669,1.38256,0.334829,0.378708,0.0650541,0.919987,0.624433,5.72797,0,0.0148485,29.2552,24.4174
118,3.54,3.09,2.25485,-0.466969 -17.115 0,0,0,0.030342,1.40014,0.341933,0.379263,0.0647972,0.940414,0.639703,5.8434,0,0.00673903,29.6847,24.9784
119,3.57,3.12,2.30788,-0.474093 -17.1993 0,0,0,0.0309393,1.41704,0.348835,0.379328,0.0644586,0.958819,0.654839,5.95182,0,0.00618448,30.0395,25.4952
120,3.6,3.15,2.35823,-0.48233 -17.2854 0,0,0,0.0315548,1.43357,0.355471,0.37964,0.0641007,0.974916,0.669519,6.05632,0,0.00784648,30.3428,25.9649
121,3.63,3.18,2.40708,-0.491519 -17.3743 0,0,0,0.0321877,1.45106,0.361838,0.380919,0.0637252,0.988501,0.683512,6.15751,0,0.00829201,30.5884,26.3856
122,3.66,3.21,2.45492,-0.50162 -17.4665 0,0,0,0.0328407,1.46628,0.36796,0.383684,0.0633109,0.999691,0.696613,6.25379,0,0.00684429,30.8161,26.7588
123,3.69,3.24,2.50327,-0.512383 -17.5623 0,0,0,0.033512,1.47868,0.373843,0.388152,0.0628431,1.00902,0.708713,6.3454,0,0.00476309,31.0483,27.0968
124,3.72,3.24,2.55319,-0.523157 -17.6617 0,0,0,0.0342035,1.49041,0.379508,0.394439,0.0623279,1.01694,0.719863,6.43492,0,0.00393145,31.2757,27.4171
125,3.75,3.24,2.60525,-0.533125 -17.7643 0,0,0,0.0349119,1.50058,0.384942,0.402423,0.0618046,1.02355,0.730238,6.52468,0,0.00718097,31.4854,27.747
126,3.78,3.24,2.65977,-0.541755 -17.8698 0,0,0,0.0356259,1.51127,0.390158,0.411825,0.0613418,1.02889,0.739981,6.61494,0,0.0143842,31.6861,28.051
127,3.81,3.24,2.71631,-0.548843 -17.9777 0,0,0,0.0363411,1.52278,0.395171,0.422148,0.0609447,1.03334,0.749033,6.70411,0,0.0216463,31.9027,28.3106
128,3.84,3.24,2.7741,-0.554482 -18.088 0,0,0,0.0370553,1.53508,0.400002,0.433067,0.0606112,1.03746,0.757301,6.79073,0,0.0287452,32.1537,28.53
129,3.87,3.27,2.83237,-0.558848 -18.2006 0,0,0,0.037765,1.54911,0.404682,0.444406,0.0603342,1.04169,0.764995,6.87308,0,0.0345463,32.4324,28.7481
130,3.9,3.3,2.88766,-0.562151 -18.3157 0,0,0,0.038468,1.56535,0.40925,0.456057,0.0600991,1.04615,0.772325,6.94815,0,0.0387385,32.7248,28.983
131,3.93,3.33,2.93843,-0.564569 -18.4334 0,0,0,0.0391637,1.58399,0.413735,0.467922,0.0598968,1.05074,0.7793,7.0149,0,0.0420786,32.9763,29.2209
132,3.96,3.36,2.98755,-0.566088 -18.5538 0,0,0,0.0398584,1.6043,0.418134,0.479846,0.059727,1.05502,0.786036,7.0767,0,0.0453133,33.1529,29.4434
133,3.99,3.36,3.03711,-0.566687 -18.6771 0,0,0,0.0405476,1.62242,0.422452,0.491705,0.0595951,1.05877,0.792695,7.14086,0,0.0489554,33.2999,29.6402
134,4.02,3.36,3.08837,-0.566643 -18.8034 0,0,0,0.041221,1.63736,0.426713,0.503442,0.0595087,1.06224,0.799149,7.20912,0,0.0522183,33.4887,29.8149
135,4.05,3.39,3.14176,-0.566382 -18.9327 0,0,0,0.0418752,1.65017,0.430933,0.514966,0.0594585,1.066,0.805337,7.27549,0,0.0533552,33.7653,29.9926
136,4.08,3.42,3.19709,-0.566467 -19.1994 0,0,0,0.039931,1.65917,0.429509,0.524169,0.0592756,1.05661,0.80949,7.36164,0,0.0520704,34.0586,30.2019
137,4.11,3.45,3.40241,-0.566467 -19.1994 0,0,0,0.0397237,1.71208,0.434851,0.535818,0.0591118,1.06451,0.816189,7.42702,0,0.0499022,34.3148,30.4199
138,4.14,3.45,3.3121,-0.567157 -19.3365 0,0,0,0.04059,1.73068,0.438859,0.545834,0.0591601,1.06849,0.82268,7.47997,0,0.0476327,34.4292,30.6209
139,4.17,3.48,3.37164,-0.56807 -19.4746 0,0,0,0.0413992,1.75196,0.442879,0.555325,0.0590681,1.07179,0.82873,7.52461,0,0.0456999,34.5768,30.8077
140,4.2,3.51,3.43207,-0.569558 -19.6137 0,0,0,0.042046,1.76913,0.446825,0.564172,0.0589765,1.07461,0.834451,7.5638,0,0.045,34.7709,30.9946
141,4.23,3.54,3.49432,-0.571669 -19.7536 0,0,0,0.0426585,1.7836,0.450719,0.572398,0.0588902,1.07732,0.83998,7.59776,0,0.0438838,35.0139,31.1983
142,4.26,3.57,3.56059,-0.573939 -19.8943 0,0,0,0.0432326,1.79657,0.454574,0.579992,0.0588022,1.08002,0.845497,7.62633,0,0.0420945,35.2599,31.4188
143,4.29,3.6,3.62913,-0.575831 -20.0358 0,0,0,0.0437854,1.80991,0.458409,0.586955,0.058709,1.0826,0.851131,7.65039,0,0.0402474,35.4754,31.6482
144,4.32,3.63,3.69808,-0.576968 -20.1781 0,0,0,0.0443186,1.82224,0.46222,0.593301,0.0586142,1.08494,0.856817,7.67163,0,0.0386196,35.6728,31.8681
145,4.35,3.66,3.76686,-0.577231 -20.3211 0,0,0,0.0448383,1.83313,0.465996,0.599046,0.0585182,1.0871,0.862405,7.69162,0,0.0368239,35.8801,32.0779
146,4.38,3.69,3.8367,-0.576805 -20.4644 0,0,0,0.0453496,1.84433,0.469728,0.604208,0.0584161,1.08922,0.867938,7.71061,0,0.0348069,36.1104,32.2872
