Steps,User Time,Real Time,Growth Rate,QC position,Average Pressure,Average Sigma,Average Cell Growth,Average Vertex Velocity,Average Auxin Cytoplasm,Std Auxin Cytoplasm,Average Auxin Intercellular,Average PIN Cytoplasm,Average PIN Membrane,Average AUX1 Cytoplasm,Average Auxin Diffusion,Average Auxin Export,Average PIN1 Expression,Average PIN1 Trafficking
31,0.93,0.9,0.223951,-0.503747 -14.359 0,0,0,0.0282475,0.65847,0,0,0,0,0,0,0,-0,0,0
32,0.96,0.93,0.250265,-0.504305 -14.386 0,0,0,0.0292548,0.687551,0,0,0,0,0,0,0,-0,0,0
33,0.99,0.96,0.278776,-0.50492 -14.415 0,0,0,0.0302523,0.716836,0,0,0,0,0,0,0,-0,0,0
34,1.02,0.99,0.309541,-0.505616 -14.446 0,0,0,0.0312392,0.746266,0,0,0,0,0,0,0,-0,0,0
35,1.05,1.02,0.342712,-0.506409 -14.4792 0,0,0,0.0322159,0.775573,0,0,0,0,0,0,0,-0,0,0
36,1.08,1.05,0.378297,-0.507313 -14.5146 0,0,0,0.0331801,0.805049,0,0,0,0,0,0,0,-0,0,0
37,1.11,1.08,0.416361,-0.508314 -14.5521 0,0,0,0.0341333,0.834614,0,0,0,0,0,0,0,-0,0,0
38,1.14,1.11,0.456846,-0.509477 -14.5919 0,0,0,0.0350744,0.864239,0,0,0,0,0,0,0,-0,0,0
39,1.17,1.14,0.499847,-0.510792 -14.634 0,0,0,0.0360033,0.893894,0,0,0,0,0,0,0,-0,0,0
40,1.2,1.17,0.545355,-0.512251 -14.6785 0,0,0,0.0369203,0.923644,0,0,0,0,0,0,0,-0,0,0
41,1.23,1.2,0.593364,-0.513836 -14.7254 0,0,0,0.0378253,0.953497,0,0,0,0,0,0,0,-0,0,0
42,1.26,1.23,0.643827,-0.515541 -14.7748 0,0,0,0.0387186,0.98344,0,0,0,0,0,0,0,-0,0,0
43,1.29,1.26,0.696666,-0.51737 -14.8267 0,0,0,0.0395998,1.01353,0,0,0,0,0,0,0,-0,0,0
44,1.32,1.29,0.751807,-0.519319 -14.8812 0,0,0,0.0404698,1.04376,0,0,0,0,0,0,0,-0,0,0
45,1.35,1.32,0.809177,-0.521398 -14.9382 0,0,0,0.0413273,1.07413,0,0,0,0,0,0,0,-0,0,0
46,1.38,1.35,0.868705,-0.523616 -14.9979 0,0,0,0.0421742,1.10465,0,0,0,0,0,0,0,-0,0,0
47,1.41,1.38,0.930321,-0.525989 -15.0603 0,0,0,0.0430083,1.13534,0,0,0,0,0,0,0,-0,0,0
48,1.44,1.41,0.99397,-0.528529 -15.1253 0,0,0,0.0438308,1.16621,0,0,0,0,0,0,0,-0,0,0
49,1.47,1.44,1.05958,-0.531254 -15.1931 0,0,0,0.0446403,1.19727,0,0,0,0,0,0,0,-0,0,0
50,1.5,1.47,1.1271,-0.534168 -15.2636 0,0,0,0.0454378,1.2286,0,0,0,0,0,0,0,-0,0,0
51,1.53,1.5,1.19647,-0.537276 -15.3369 0,0,0,0.0462228,1.26019,0,0,0,0,0,0,0,-0,0,0
52,1.56,1.53,1.26764,-0.54057 -15.4131 0,0,0,0.0469959,1.29206,0,0,0,0,0,0,0,-0,0,0
53,1.59,1.56,1.34057,-0.544047 -15.4921 0,0,0,0.0477566,1.32421,0,0,0,0,0,0,0,-0,0,0
54,1.62,1.59,1.41516,-0.547698 -15.5739 0,0,0,0.048506,1.3567,0,0,0,0,0,0,0,-0,0,0
55,1.65,1.62,1.49135,-0.551511 -15.6587 0,0,0,0.0492437,1.38952,0,0,0,0,0,0,0,-0,0,0
56,1.68,1.65,1.56911,-0.55546 -15.7465 0,0,0,0.0499699,1.42275,0,0,0,0,0,0,0,-0,0,0
57,1.71,1.68,1.6484,-0.559521 -15.8372 0,0,0,0.0506846,1.45631,0,0,0,0,0,0,0,-0,0,0
58,1.74,1.71,1.72919,-0.563669 -15.9309 0,0,0,0.0513879,1.49026,0,0,0,0,0,0,0,-0,0,0
59,1.77,1.74,1.81147,-0.567885 -16.0277 0,0,0,0.0520797,1.52461,0,0,0,0,0,0,0,-0,0,0
60,1.8,1.77,1.89519,-0.572158 -16.1277 0,0,0,0.052761,1.5594,0,0,0,0,0,0,0,-0,0,0
61,1.83,1.8,1.9803,-0.576483 -16.2307 0,0,0,0.0534314,1.59463,0,0,0,0,0,0,0,-0,0,0
62,1.86,1.83,2.06678,-0.580846 -16.337 0,0,0,0.0540916,1.63033,0,0,0,0,0,0,0,-0,0,0
63,1.89,1.86,2.1546,-0.585222 -16.4464 0,0,0,0.0547403,1.6665,0,0,0,0,0,0,0,-0,0,0
64,1.92,1.89,2.24374,-0.5896 -16.559 0,0,0,0.0553792,1.70319,0,0,0,0,0,0,0,-0,0,0
65,1.95,1.92,2.33419,-0.593968 -16.675 0,0,0,0.0560076,1.74037,0,0,0,0,0,0,0,-0,0,0
66,1.98,1.95,2.42591,-0.59832 -16.7941 0,0,0,0.0566266,1.77808,0,0,0,0,0,0,0,-0,0,0
67,2.01,1.98,2.51886,-0.602629 -16.9166 0,0,0,0.0572336,1.8155,0,0,0,0,0,0,0,-0,0,0
68,2.04,2.01,2.61308,-0.606864 -17.0423 0,0,0,0.0578195,1.85022,0,0,0,0,0,0,0,-0,0,0
69,2.07,2.04,2.70845,-0.611005 -17.1714 0,0,0,0.0583772,1.88238,0,0,0,0,0,0,0,-0,0,0
70,2.1,2.07,2.80493,-0.61505 -17.3037 0,0,0,0.058904,1.9124,0,0,0,0,0,0,0,-0,0,0
71,2.13,2.1,2.90241,-0.619007 -17.4392 0,0,0,0.059397,1.9406,0,0,0,0,0,0,0,-0,0,0
72,2.16,2.13,3.00077,-0.622871 -17.5778 0,0,0,0.0598559,1.96754,0,0,0,0,0,0,0,-0,0,0
73,2.19,2.16,3.09986,-0.626652 -17.7193 0,0,0,0.0602806,1.99359,0,0,0,0,0,0,0,-0,0,0
74,2.22,2.19,3.19947,-0.630359 -17.8636 0,0,0,0.0606716,2.01904,0,0,0,0,0,0,0,-0,0,0
75,2.25,2.22,3.29938,-0.63403 -18.0104 0,0,0,0.0610301,2.04403,0,0,0,0,0,0,0,-0,0,0
76,2.28,2.25,3.39934,-0.637722 -18.1596 0,0,0,0.0613575,2.06878,0,0,0,0,0,0,0,-0,0,0
77,2.31,2.28,3.499,-0.64149 -18.3107 0,0,0,0.061655,2.09323,0,0,0,0,0,0,0,-0,0,0
78,2.34,2.31,3.59799,-0.645373 -18.4633 0,0,0,0.0619236,2.11697,0,0,0,0,0,0,0,-0,0,0
79,2.37,2.34,3.69565,-0.649402 -18.6169 0,0,0,0.0622021,2.14002,0,0,0,0,0,0,0,-0,0,0
80,2.4,2.37,3.79137,-0.653591 -18.7711 0,0,0,0.0624653,2.16261,0,0,0,0,0,0,0,-0,0,0
81,2.43,2.4,3.88472,-0.657966 -18.9257 0,0,0,0.0627015,2.18492,0,0,0,0,0,0,0,-0,0,0
82,2.46,2.43,3.9754,-0.662566 -19.0807 0,0,0,0.0629118,2.20719,0,0,0,0,0,0,0,-0,0,0
83,2.49,2.46,4.06337,-0.667394 -19.2359 0,0,0,0.0631181,2.22936,0,0,0,0,0,0,0,-0,0,0
84,2.52,2.49,4.14832,-0.672396 -19.3912 0,0,0,0.0633008,2.25145,0,0,0,0,0,0,0,-0,0,0
85,2.55,2.52,4.23022,-0.677566 -19.5466 0,0,0,0.0634607,2.27336,0,0,0,0,0,0,0,-0,0,0
86,2.58,2.55,4.30893,-0.682906 -19.7021 0,0,0,0.0635992,2.29503,0,0,0,0,0,0,0,-0,0,0
87,2.61,2.58,4.38438,-0.688428 -19.8576 0,0,0,0.0637181,2.31637,0,0,0,0,0,0,0,-0,0,0
88,2.64,2.61,4.45647,-0.694133 -20.0131 0,0,0,0.0638191,2.33722,0,0,0,0,0,0,0,-0,0,0
89,2.67,2.64,4.52514,-0.699927 -20.1684 0,0,0,0.063903,2.3575,0,0,0,0,0,0,0,-0,0,0
90,2.7,2.67,4.59021,-0.705817 -20.3237 0,0,0,0.0639727,2.377,0,0,0,0,0,0,0,-0,0,0
91,2.73,2.7,4.65168,-0.711884 -20.479 0,0,0,0.064044,2.39586,0,0,0,0,0,0,0,-0,0,0
92,2.76,2.73,4.70961,-0.718123 -20.6342 0,0,0,0.0628173,2.40047,0,0,0,0,0,0,0,-0,0,0
93,2.79,2.76,4.76398,-0.724512 -20.7893 0,0,0,0.0643408,2.43284,0,0,0,0,0,0,0,-0,0,0
94,2.82,2.79,4.81454,-0.731047 -20.9434 0,0,0,0.0646679,2.43307,0,0,0,0,0,0,0,-0,0,0
95,2.85,2.82,4.86075,-0.737858 -21.0978 0,0,0,0.0647776,2.43474,0,0,0,0,0,0,0,-0,0,0
96,2.88,2.82,4.90339,-0.744424 -21.2527 0,0,0,0.0648435,2.42965,0,0,0,0,0,0,0,-0,0,0
97,2.91,2.82,4.94263,-0.750279 -21.4082 0,0,0,0.065252,2.42335,0,0,0,0,0,0,0,-0,0,0
98,2.94,2.82,4.97861,-0.755109 -21.5642 0,0,0,0.0657286,2.41645,0,0,0,0,0,0,0,-0,0,0
99,2.97,2.82,5.01137,-0.758896 -21.7207 0,0,0,0.0661782,2.41005,0,0,0,0,0,0,0,-0,0,0
100,3,2.82,5.04097,-0.761865 -21.8777 0,0,0,0.0666289,2.40508,0,0,0,0,0,0,0,-0,0,0
101,3.03,2.85,5.06742,-0.764385 -22.0349 0,0,0,0.0671016,2.40221,0,0,0,0,0,0,0,-0,0,0
102,3.06,2.88,5.09074,-0.766841 -22.1922 0,0,0,0.0675757,2.40147,0,0,0,0,0,0,0,-0,0,0
103,3.09,2.91,5.11096,-0.769584 -22.3494 0,0,0,0.068077,2.40249,0,0,0,0,0,0,0,-0,0,0
104,3.12,2.94,5.12811,-0.772889 -22.5064 0,0,0,0.0686133,2.40429,0,0,0,0,0,0,0,-0,0,0
105,3.15,2.97,5.14229,-0.776982 -22.6631 0,0,0,0.0691175,2.40578,0,0,0,0,0,0,0,-0,0,0
106,3.18,3,5.15352,-0.781943 -22.8194 0,0,0,0.0696318,2.40659,0,0,0,0,0,0,0,-0,0,0
107,3.21,3.03,5.162,-0.787797 -22.9754 0,0,0,0.0701389,2.40683,0,0,0,0,0,0,0,-0,0,0
108,3.24,3.06,5.16801,-0.794525 -23.1309 0,0,0,0.0706287,2.40672,0,0,0,0,0,0,0,-0,0,0
109,3.27,3.09,5.17208,-0.802056 -23.2861 0,0,0,0.0710997,2.4064,0,0,0,0,0,0,0,-0,0,0
110,3.3,3.12,5.17475,-0.810254 -23.4409 0,0,0,0.0715566,2.40599,0,0,0,0,0,0,0,-0,0,0
111,3.33,3.15,5.17637,-0.819018 -23.5954 0,0,0,0.072,2.40561,0,0,0,0,0,0,0,-0,0,0
112,3.36,3.18,5.17724,-0.828025 -23.7496 0,0,0,0.072426,2.40532,0,0,0,0,0,0,0,-0,0,0
113,3.39,3.18,5.17741,-0.837368 -23.9037 0,0,0,0.0728164,2.40519,0,0,0,0,0,0,0,-0,0,0
114,3.42,3.18,5.17721,-0.846942 -24.0576 0,0,0,0.0731831,2.40521,0,0,0,0,0,0,0,-0,0,0
115,3.45,3.18,5.17666,-0.856711 -24.2114 0,0,0,0.0735254,2.40538,0,0,0,0,0,0,0,-0,0,0
116,3.48,3.18,5.17593,-0.866617 -24.3652 0,0,0,0.0738436,2.40573,0,0,0,0,0,0,0,-0,0,0
117,3.51,3.18,5.17509,-0.876622 -24.5191 0,0,0,0.0741376,2.40625,0,0,0,0,0,0,0,-0,0,0
118,3.54,3.18,5.17423,-0.886685 -24.6729 0,0,0,0.0744075,2.40692,0,0,0,0,0,0,0,-0,0,0
119,3.57,3.18,5.17342,-0.896788 -24.8268 0,0,0,0.0746537,2.40768,0,0,0,0,0,0,0,-0,0,0
120,3.6,3.18,5.17282,-0.906918 -24.9808 0,0,0,0.0748764,2.4085,0,0,0,0,0,0,0,-0,0,0
121,3.63,3.18,5.17239,-0.917062 -25.1349 0,0,0,0.0750762,2.40934,0,0,0,0,0,0,0,-0,0,0
122,3.66,3.21,5.17209,-0.927189 -25.289 0,0,0,0.0752534,2.4102,0,0,0,0,0,0,0,-0,0,0
123,3.69,3.24,5.1719,-0.937322 -25.4433 0,0,0,0.0754083,2.41104,0,0,0,0,0,0,0,-0,0,0
124,3.72,3.27,5.17207,-0.947468 -25.5976 0,0,0,0.0755413,2.41182,0,0,0,0,0,0,0,-0,0,0
125,3.75,3.3,5.1731,-0.95763 -25.7521 0,0,0,0.0756529,2.41255,0,0,0,0,0,0,0,-0,0,0
126,3.78,3.33,5.17421,-0.967806 -25.9066 0,0,0,0.0757437,2.4132,0,0,0,0,0,0,0,-0,0,0
127,3.81,3.36,5.17519,-0.977994 -26.0611 0,0,0,0.0758141,2.41378,0,0,0,0,0,0,0,-0,0,0
128,3.84,3.39,5.17585,-0.988182 -26.2157 0,0,0,0.0758643,2.41429,0,0,0,0,0,0,0,-0,0,0
129,3.87,3.42,5.17615,-0.998371 -26.3703 0,0,0,0.0758952,2.41475,0,0,0,0,0,0,0,-0,0,0
130,3.9,3.45,5.17598,-1.00856 -26.5249 0,0,0,0.0759073,2.41515,0,0,0,0,0,0,0,-0,0,0
131,3.93,3.48,5.17536,-1.01873 -26.6795 0,0,0,0.0759006,2.41553,0,0,0,0,0,0,0,-0,0,0
132,3.96,3.51,5.17432,-1.02889 -26.8341 0,0,0,0.0758763,2.4159,0,0,0,0,0,0,0,-0,0,0
133,3.99,3.54,5.17292,-1.03902 -26.9886 0,0,0,0.0758343,2.41628,0,0,0,0,0,0,0,-0,0,0
134,4.02,3.57,5.17126,-1.04912 -27.1431 0,0,0,0.074108,2.40715,0,0,0,0,0,0,0,-0,0,0
135,4.05,3.6,5.16942,-1.05953 -27.2924 0,0,0,0.0771567,2.41681,0,0,0,0,0,0,0,-0,0,0
136,4.08,3.6,5.15988,-1.06953 -27.4372 0,0,0,0.0762746,2.42219,0,0,0,0,0,0,0,-0,0,0
137,4.11,3.6,5.14594,-1.07934 -27.5807 0,0,0,0.0765867,2.42964,0,0,0,0,0,0,0,-0,0,0
138,4.14,3.63,5.13161,-1.089 -27.7244 0,0,0,0.076184,2.437,0,0,0,0,0,0,0,-0,0,0
139,4.17,3.66,5.11814,-1.09857 -27.869 0,0,0,0.0760859,2.44505,0,0,0,0,0,0,0,-0,0,0
140,4.2,3.69,5.10613,-1.10798 -28.0147 0,0,0,0.0738529,2.43065,0,0,0,0,0,0,0,-0,0,0
141,4.23,3.72,5.0959,-1.11621 -28.1587 0,0,0,0.075468,2.43984,0,0,0,0,0,0,0,-0,0,0
142,4.26,3.72,5.07988,-1.12588 -28.3015 0,0,0,0.0752859,2.43955,0,0,0,0,0,0,0,-0,0,0
143,4.29,3.75,5.06214,-1.13482 -28.4439 0,0,0,0.0752667,2.44742,0,0,0,0,0,0,0,-0,0,0
144,4.32,3.75,5.04495,-1.14276 -28.5867 0,0,0,0.075037,2.45555,0,0,0,0,0,0,0,-0,0,0
145,4.35,3.75,5.03001,-1.14996 -28.7305 0,0,0,0.0748364,2.46238,0,0,0,0,0,0,0,-0,0,0
146,4.38,3.75,5.01742,-1.15674 -28.8757 0,0,0,0.0745739,2.46775,0,0,0,0,0,0,0,-0,0,0
147,4.41,3.75,5.00719,-1.1633 -29.0226 0,0,0,0.0743016,2.47269,0,0,0,0,0,0,0,-0,0,0
148,4.44,3.75,4.99911,-1.16963 -29.1712 0,0,0,0.0739934,2.47766,0,0,0,0,0,0,0,-0,0,0
149,4.47,3.75,4.99294,-1.17577 -29.3213 0,0,0,0.0709755,2.47056,0,0,0,0,0,0,0,-0,0,0
150,4.5,3.78,4.98841,-1.1823 -29.4722 0,0,0,0.0730813,2.5071,0,0,0,0,0,0,0,-0,0,0
151,4.53,3.81,4.98425,-1.18927 -29.6238 0,0,0,0.069747,2.49177,0,0,0,0,0,0,0,-0,0,0
152,4.56,3.84,4.98049,-1.19668 -29.7758 0,0,0,0.0710444,2.50348,0,0,0,0,0,0,0,-0,0,0
153,4.59,3.87,4.97693,-1.20437 -29.9283 0,0,0,0.070871,2.49433,0,0,0,0,0,0,0,-0,0,0
154,4.62,3.87,4.97382,-1.21181 -30.0815 0,0,0,0.0706981,2.48842,0,0,0,0,0,0,0,-0,0,0
155,4.65,3.87,4.97167,-1.21852 -30.2357 0,0,0,0.0703673,2.48037,0,0,0,0,0,0,0,-0,0,0
156,4.68,3.87,4.97085,-1.22427 -30.3911 0,0,0,0.0700724,2.47265,0,0,0,0,0,0,0,-0,0,0
157,4.71,3.87,4.9714,-1.22913 -30.5474 0,0,0,0.0675801,2.45445,0,0,0,0,0,0,0,-0,0,0
158,4.74,3.87,4.97293,-1.22871 -30.6978 0,0,0,0.0695004,2.45161,0,0,0,0,0,0,0,-0,0,0
159,4.77,3.9,4.97083,-1.22899 -30.8459 0,0,0,0.0689266,2.44264,0,0,0,0,0,0,0,-0,0,0
160,4.8,3.93,4.96311,-1.23001 -30.994 0,0,0,0.0691295,2.43816,0,0,0,0,0,0,0,-0,0,0
161,4.83,3.93,4.95445,-1.23163 -31.143 0,0,0,0.0673058,2.42182,0,0,0,0,0,0,0,-0,0,0
162,4.86,3.93,4.94682,-1.23405 -31.2936 0,0,0,0.0695929,2.42693,0,0,0,0,0,0,0,-0,0,0
163,4.89,3.93,4.94082,-1.23767 -31.4468 0,0,0,0.0694342,2.42785,0,0,0,0,0,0,0,-0,0,0
164,4.92,3.96,4.9378,-1.24253 -31.6012 0,0,0,0.0677164,2.40762,0,0,0,0,0,0,0,-0,0,0
165,4.95,3.99,4.93562,-1.24847 -31.7557 0,0,0,0.0681989,2.41162,0,0,0,0,0,0,0,-0,0,0
166,4.98,3.99,4.94097,-1.25546 -31.9098 0,0,0,0.0686062,2.39615,0,0,0,0,0,0,0,-0,0,0
167,5.01,3.99,4.9502,-1.26302 -32.0636 0,0,0,0.0667879,2.38261,0,0,0,0,0,0,0,-0,0,0
168,5.04,4.02,4.95987,-1.27662 -32.2168 0,0,0,0.0702487,2.38391,0,0,0,0,0,0,0,-0,0,0
169,5.07,4.05,4.96793,-1.29302 -32.3683 0,0,0,0.0683995,2.36644,0,0,0,0,0,0,0,-0,0,0
170,5.1,4.08,4.97184,-1.30926 -32.5176 0,0,0,0.0711291,2.38098,0,0,0,0,0,0,0,-0,0,0
171,5.13,4.11,4.97189,-1.3245 -32.6653 0,0,0,0.0705932,2.38211,0,0,0,0,0,0,0,-0,0,0
172,5.16,4.11,4.9775,-1.33797 -32.8124 0,0,0,0.0707254,2.36992,0,0,0,0,0,0,0,-0,0,0
173,5.19,4.11,4.98524,-1.34947 -32.9593 0,0,0,0.0688951,2.34934,0,0,0,0,0,0,0,-0,0,0
174,5.22,4.11,4.9933,-1.35921 -33.1067 0,0,0,0.0689619,2.32663,0,0,0,0,0,0,0,-0,0,0
175,5.25,4.11,5.00045,-1.36761 -33.2549 0,0,0,0.0692073,2.30868,0,0,0,0,0,0,0,-0,0,0
176,5.28,4.11,5.00674,-1.37515 -33.4044 0,0,0,0.069344,2.29099,0,0,0,0,0,0,0,-0,0,0
177,5.31,4.11,5.01239,-1.38246 -33.5557 0,0,0,0.069436,2.27545,0,0,0,0,0,0,0,-0,0,0
178,5.34,4.11,5.0183,-1.38999 -33.7091 0,0,0,0.0695035,2.26207,0,0,0,0,0,0,0,-0,0,0
179,5.37,4.11,5.025,-1.39788 -33.8645 0,0,0,0.0694872,2.24954,0,0,0,0,0,0,0,-0,0,0
180,5.4,4.11,5.03236,-1.40599 -34.0216 0,0,0,0.0694289,2.2372,0,0,0,0,0,0,0,-0,0,0
181,5.43,4.11,5.04084,-1.41407 -34.1793 0,0,0,0.06936,2.22483,0,0,0,0,0,0,0,-0,0,0
182,5.46,4.11,5.04926,-1.42189 -34.3372 0,0,0,0.0692375,2.21306,0,0,0,0,0,0,0,-0,0,0
183,5.49,4.11,5.05725,-1.42927 -34.4949 0,0,0,0.0680718,2.18704,0,0,0,0,0,0,0,-0,0,0
184,5.52,4.14,5.06416,-1.43375 -34.6536 0,0,0,0.0705586,2.18551,0,0,0,0,0,0,0,-0,0,0
185,5.55,4.17,5.06881,-1.4351 -34.8101 0,0,0,0.0701339,2.17196,0,0,0,0,0,0,0,-0,0,0
186,5.58,4.17,5.07295,-1.43475 -34.965 0,0,0,0.070258,2.16209,0,0,0,0,0,0,0,-0,0,0
187,5.61,4.17,5.07461,-1.43323 -35.1188 0,0,0,0.0700146,2.15648,0,0,0,0,0,0,0,-0,0,0
188,5.64,4.17,5.07313,-1.43124 -35.2714 0,0,0,0.0682523,2.14383,0,0,0,0,0,0,0,-0,0,0
189,5.67,4.17,5.07367,-1.42932 -35.4233 0,0,0,0.0692565,2.16196,0,0,0,0,0,0,0,-0,0,0
190,5.7,4.17,5.07825,-1.42836 -35.5744 0,0,0,0.0673474,2.1514,0,0,0,0,0,0,0,-0,0,0
191,5.73,4.2,5.08229,-1.42849 -35.7249 0,0,0,0.0658156,2.13802,0,0,0,0,0,0,0,-0,0,0
192,5.76,4.2,5.0842,-1.42968 -35.8754 0,0,0,0.067918,2.12673,0,0,0,0,0,0,0,-0,0,0
193,5.79,4.2,5.08408,-1.43242 -36.0257 0,0,0,0.06825,2.11931,0,0,0,0,0,0,0,-0,0,0
194,5.82,4.2,5.0811,-1.43556 -36.1762 0,0,0,0.0684689,2.11464,0,0,0,0,0,0,0,-0,0,0
195,5.85,4.2,5.07743,-1.43864 -36.3269 0,0,0,0.0664986,2.0962,0,0,0,0,0,0,0,-0,0,0
196,5.88,4.2,5.07428,-1.44128 -36.4778 0,0,0,0.0673769,2.10367,0,0,0,0,0,0,0,-0,0,0
197,5.91,4.2,5.07206,-1.44357 -36.6286 0,0,0,0.0655443,2.08884,0,0,0,0,0,0,0,-0,0,0
198,5.94,4.2,5.07009,-1.44556 -36.7789 0,0,0,0.0656961,2.08331,0,0,0,0,0,0,0,-0,0,0
199,5.97,4.2,5.06891,-1.44625 -36.929 0,0,0,0.0657641,2.07924,0,0,0,0,0,0,0,-0,0,0
200,6,4.2,5.07039,-1.44642 -37.0787 0,0,0,0.0657651,2.07549,0,0,0,0,0,0,0,-0,0,0
201,6.03,4.23,5.07411,-1.44725 -37.2274 0,0,0,0.0657455,2.0701,0,0,0,0,0,0,0,-0,0,0
202,6.06,4.26,5.07774,-1.44812 -37.375 0,0,0,0.065713,2.0644,0,0,0,0,0,0,0,-0,0,0
203,6.09,4.29,5.08,-1.44912 -37.5217 0,0,0,0.0656575,2.05881,0,0,0,0,0,0,0,-0,0,0
204,6.12,4.32,5.08048,-1.45023 -37.6675 0,0,0,0.0652758,2.05349,0,0,0,0,0,0,0,-0,0,0
205,6.15,4.32,5.07896,-1.45149 -37.8126 0,0,0,0.0649163,2.04882,0,0,0,0,0,0,0,-0,0,0
206,6.18,4.32,5.07537,-1.45298 -37.9571 0,0,0,0.0634715,2.04001,0,0,0,0,0,0,0,-0,0,0
207,6.21,4.32,5.06949,-1.45559 -38.1013 0,0,0,0.0619301,2.0362,0,0,0,0,0,0,0,-0,0,0
208,6.24,4.35,5.06081,-1.45876 -38.2448 0,0,0,0.065861,2.04121,0,0,0,0,0,0,0,-0,0,0
209,6.27,4.38,5.05024,-1.46048 -38.3873 0,0,0,0.0661705,2.04109,0,0,0,0,0,0,0,-0,0,0
210,6.3,4.38,5.03763,-1.46081 -38.5262 0,0,0,0.0659198,2.04245,0,0,0,0,0,0,0,-0,0,0
