NOReflux NOQC,NOReflux QC,Reflux NOQC,Reflux QC
1.50752,1.65648,3.13134,2.42405
1.50898,1.65661,3.13003,2.40899
1.51033,1.65674,3.12751,2.39414
1.51156,1.65686,3.12398,2.37972
1.5127,1.65697,3.11955,2.36588
1.51373,1.65708,3.11391,2.35279
1.51459,1.65718,3.10756,2.34043
1.51529,1.65727,3.10069,2.3287
1.5158,1.65735,3.09352,2.31809
1.51616,1.65743,3.08613,2.30807
1.51645,1.6575,3.07847,2.2987
1.51668,1.65756,3.07059,2.2864
1.51681,1.65762,3.06245,2.28485
1.51682,1.65768,3.05412,2.28235
1.51669,1.65773,3.05061,2.28101
1.51646,1.65778,3.05048,2.27919
1.51616,1.65783,3.05025,2.27654
1.51581,1.65788,3.04436,2.27307
1.51535,1.65793,3.03403,2.26893
1.51481,1.65798,3.01992,2.26438
1.51425,1.65803,3.00428,2.25959
1.5137,1.65808,2.98986,2.25465
1.51314,1.65814,2.97639,2.24969
1.51252,1.6582,2.96387,2.24496
1.51183,1.65826,2.94875,2.23518
1.5111,1.65832,2.93297,2.22466
1.51033,1.65838,2.91826,2.21551
1.50952,1.65844,2.90294,2.20747
1.5087,1.65851,2.88779,2.19998
1.50785,1.65856,2.87307,2.19303
1.5069,1.65862,2.85912,2.18648
1.50586,1.65867,2.84618,2.1803
1.50479,1.65873,2.83429,2.17449
1.5037,1.6588,2.8231,2.16886
1.5026,1.65887,2.81289,2.16347
1.50149,1.65895,2.80339,2.15833
1.50035,1.65904,2.79451,2.15349
1.49922,1.65914,2.78606,2.14896
1.49811,1.65925,2.77793,2.14468
1.49701,1.65938,2.77001,2.14067
1.49589,1.65952,2.76227,2.13689
1.49475,1.65968,2.75468,2.13332
1.49362,1.65984,2.74724,2.12993
1.4925,1.66002,2.73992,2.12672
1.49142,1.66021,2.73275,2.12372
1.49038,1.6604,2.72569,2.12089
1.48935,1.6606,2.71876,2.11824
1.48835,1.66081,2.71196,2.1157
1.48744,1.66102,2.70529,2.11314
1.48662,1.66123,2.69883,2.11049
1.48582,1.66145,2.69277,2.10768
1.48503,1.66166,2.68742,2.10472
1.48426,1.66187,2.68272,2.10162
1.48355,1.66207,2.6783,2.0983
1.48294,1.66227,2.6743,2.09485
1.48242,1.66247,2.67065,2.09175
1.48195,1.66266,2.66711,2.08863
1.48155,1.66284,2.6636,2.08543
1.48122,1.66302,2.6599,2.08255
1.481,1.6632,2.65595,2.07983
1.4809,1.66336,2.65158,2.07734
1.48093,1.66352,2.64682,2.075
1.48103,1.66367,2.64161,2.07279
1.4812,1.6638,2.63641,2.07088
1.48144,1.66392,2.63086,2.06926
1.48175,1.66402,2.62523,2.06796
1.48213,1.66411,2.61953,2.06698
1.48258,1.66417,2.61392,2.06631
1.48309,1.6642,2.60846,2.06587
1.48365,1.66422,2.60322,2.0656
1.48427,1.66421,2.59821,2.06549
1.48493,1.66418,2.59344,2.06565
1.48562,1.66412,2.58886,2.06612
1.48634,1.66404,2.58446,2.06688
1.48706,1.66395,2.58017,2.06783
1.48781,1.66384,2.57593,2.069
1.48859,1.66371,2.57168,2.07043
1.48938,1.66356,2.56738,2.07212
1.49013,1.6634,2.56299,2.07405
1.49084,1.66323,2.5585,2.07623
1.49155,1.66306,2.55388,2.07865
1.49227,1.66287,2.5491,2.08132
1.49296,1.66268,2.54416,2.08423
1.49359,1.66248,2.53904,2.08738
1.49412,1.66229,2.53383,2.09073
1.49459,1.66209,2.52845,2.09423
1.49503,1.66189,2.52295,2.09786
1.49545,1.66169,2.51734,2.10153
1.49587,1.66149,2.51162,2.10517
1.49627,1.66129,2.5058,2.10872
1.49658,1.6611,2.49989,2.11215
1.49681,1.6609,2.49388,2.11556
1.49696,1.66071,2.4878,2.11899
1.49705,1.66052,2.48164,2.12243
1.49711,1.66032,2.47538,2.1258
1.49714,1.66013,2.46904,2.12894
1.49709,1.65995,2.46261,2.13173
1.49696,1.65976,2.4561,2.13409
1.49677,1.65957,2.44949,2.13604
1.49653,1.65939,2.44284,2.1376
1.49628,1.6592,2.43602,2.13878
1.49601,1.65902,2.42714,2.13947
1.49567,1.65884,2.41685,2.13966
1.49528,1.65866,2.40631,2.13939
1.49484,1.65849,2.39602,2.13873
1.49436,1.65831,2.38608,2.13778
1.49387,1.65813,2.37643,2.13661
1.49339,1.65796,2.36697,2.13527
1.49292,1.65778,2.35753,2.13379
1.4924,1.65761,2.34811,2.13216
1.49182,1.65743,2.33865,2.13036
1.4912,1.65726,2.32921,2.12836
1.49058,1.65708,2.31976,2.12613
1.48999,1.6569,2.31032,2.12361
1.48941,1.65672,2.30079,2.12078
1.48884,1.65653,2.29122,2.1176
1.48831,1.65635,2.28156,2.11409
1.48778,1.65616,2.27177,2.11025
1.48719,1.65597,2.26179,2.10612
1.48656,1.65578,2.25156,2.10185
1.48592,1.65559,2.24107,2.09746
1.48529,1.65539,2.23035,2.09291
1.48469,1.6552,2.21536,2.08815
1.48409,1.655,2.19573,2.08312
1.48349,1.65479,2.17292,2.07818
1.48289,1.65458,2.1499,2.07355
1.4823,1.65435,2.12964,2.0692
1.4817,1.65411,2.112,2.06502
1.4811,1.65386,2.09638,2.06089
1.48048,1.65359,2.08207,2.05678
1.47983,1.65329,2.06868,2.05267
1.47919,1.65297,2.05779,2.04858
1.47858,1.65262,2.04849,2.04449
1.47797,1.65224,2.03938,2.0404
1.47734,1.65182,2.02986,2.03633
1.47669,1.65136,2.01972,2.0323
1.47605,1.65086,2.00903,2.02829
1.47537,1.65032,1.99789,2.02428
1.47463,1.64974,1.98647,2.02028
1.47386,1.64911,1.97485,2.01628
1.4731,1.64843,1.96313,2.0123
1.47235,1.6477,1.95139,2.00837
1.47162,1.64693,1.9397,2.00451
1.47088,1.64611,1.92811,2.00074
1.4701,1.64524,1.91667,2.01271
1.46925,1.64432,1.90543,2.02478
1.46835,1.64335,1.89367,2.03022
1.46745,1.64233,1.88229,2.03283
1.46658,1.64127,1.87149,2.03379
1.46573,1.64016,1.8613,2.03447
1.46486,1.639,1.85166,2.03525
1.46398,1.63779,1.84251,2.03621
1.4631,1.63654,1.83783,2.0371
1.46224,1.63524,1.83798,2.03794
1.46133,1.6339,1.84049,2.03849
1.46037,1.63252,1.84357,2.03869
1.45941,1.6311,1.84436,2.03874
1.45848,1.62964,1.84295,2.03891
1.45759,1.62814,1.83981,2.03943
1.45672,1.6266,1.83552,2.04041
1.45585,1.62503,1.8305,2.04185
1.45492,1.62342,1.82505,2.04372
1.45393,1.62176,1.81944,2.04606
1.45293,1.62006,1.81391,2.04886
1.45196,1.61832,1.80862,2.05206
1.45102,1.61653,1.80366,2.05552
1.45005,1.61469,1.79912,2.05891
1.44907,1.61281,1.79502,2.06239
1.4481,1.61087,1.79135,2.06599
1.44715,1.60888,1.78811,2.06979
1.44618,1.60683,1.78526,2.0738
1.44513,1.60474,1.78278,2.07799
1.44403,1.60259,1.78063,2.09621
1.44292,1.60038,1.77881,2.10742
1.44186,1.59813,1.77731,2.10651
1.44084,1.59582,1.77611,2.10553
1.43983,1.59346,1.77597,2.11221
1.43878,1.59104,1.776,2.1215
1.43769,1.58858,1.77606,2.13189
1.43659,1.58606,1.77616,2.14172
1.4355,1.5835,1.77634,2.15054
1.43442,1.58088,1.77664,2.15268
1.43332,1.57823,1.77708,2.15386
1.43217,1.57553,1.77768,2.15538
1.43097,1.57278,1.77941,2.15715
1.42977,1.57,1.78111,2.15909
1.42859,1.56719,1.78264,2.16118
1.4274,1.56433,1.78404,2.16352
1.42618,1.56145,1.78542,2.16564
1.42493,1.55855,1.7869,2.16744
1.42364,1.55563,1.78853,2.16926
1.42232,1.5527,1.79033,2.17093
1.42098,1.54976,1.79232,2.17252
1.41961,1.54682,1.79449,2.17382
1.41817,1.54389,1.79683,2.175
1.41664,1.54096,1.7993,2.17304
1.41503,1.53806,1.80189,2.16951
1.41334,1.53518,1.80457,2.16503
1.41159,1.53233,1.80732,2.1605
1.40976,1.52951,1.81011,2.15587
1.40787,1.52673,1.81293,2.15304
1.40596,1.52399,1.81573,2.15209
1.40399,1.52129,1.81849,2.13813
1.40193,1.51863,1.8212,2.13257
1.39978,1.51602,1.82381,2.12415
1.39755,1.51346,1.82633,2.11645
1.39525,1.51094,1.82872,2.10832
1.39289,1.50847,1.83099,2.10115
1.39047,1.50606,1.83314,2.09511
1.388,1.50369,1.83515,2.0904
1.38549,1.50137,1.83705,2.08692
1.38294,1.4991,1.83884,2.09024
1.38034,1.49688,1.84053,2.09488
1.37772,1.49471,1.84211,2.09953
1.37511,1.49259,1.84361,2.10419
1.37248,1.49052,1.84503,2.1088
1.36981,1.4885,1.84637,2.11328
1.36709,1.48652,1.84766,2.11745
1.36434,1.4846,1.8489,2.12171
1.36157,1.48273,1.8501,2.12611
1.3588,1.48091,1.85126,2.13037
1.35604,1.47913,1.85237,2.13467
1.35328,1.4774,1.85344,2.13894
1.35055,1.47572,1.85446,2.14339
1.34784,1.4741,1.8554,2.14793
1.34516,1.47252,1.85627,2.15568
1.34251,1.47099,1.85705,2.16544
1.33989,1.4695,1.85773,2.17644
1.33729,1.46669,1.85829,2.18774
1.33472,1.46214,1.85874,2.1993
1.33217,1.45572,1.85907,2.20918
1.32964,1.44791,1.85927,2.21728
1.32711,1.43972,1.85936,2.22459
1.32459,1.43228,1.85934,2.23074
1.32205,1.42603,1.85922,2.2364
1.3195,1.42092,1.85902,2.2416
1.31691,1.41673,1.85874,2.24644
1.3143,1.4132,1.8584,2.25081
1.31164,1.41013,1.85801,2.25485
1.30893,1.40733,1.85756,2.25854
1.30617,1.40468,1.85704,2.26199
1.30337,1.4021,1.85645,2.26522
1.30052,1.39947,1.85577,2.26826
1.29764,1.39665,1.855,2.27112
1.29473,1.39352,1.85415,2.27387
1.29181,1.38996,1.8525,2.27651
1.28889,1.38581,1.85109,2.27905
1.28598,1.38097,1.85123,2.2795
1.2831,1.37531,1.85309,2.28101
1.28027,1.36864,1.85636,2.28315
1.27748,1.36085,1.86027,2.28548
1.27475,1.35199,1.86411,2.2877
1.2721,1.34233,1.86723,2.28972
1.26953,1.33221,1.8693,2.29154
1.26703,1.32201,1.87034,2.29313
1.26463,1.31201,1.87067,2.29454
1.26232,1.30242,1.87051,2.29573
1.26011,1.29334,1.87013,2.29672
1.258,1.28614,1.86969,2.2975
1.25599,1.28121,1.86925,2.29811
1.25409,1.27862,1.86886,2.29854
1.2523,1.27782,1.86853,2.29881
1.25062,1.27772,1.86827,2.29895
1.24906,1.27712,1.86804,2.29898
1.24762,1.27555,1.86779,2.29894
1.24631,1.27306,1.8675,2.29884
1.24512,1.26984,1.86714,2.29869
1.24406,1.26619,1.8667,2.2985
1.24313,1.26236,1.86615,2.29824
1.24232,1.25855,1.86522,2.29787
1.24164,1.25492,1.86426,2.29746
1.24108,1.25163,1.86344,2.29708
1.24063,1.2488,1.86276,2.2968
1.24028,1.24659,1.8622,2.29662
1.24003,1.24518,1.86171,2.29647
1.23987,1.24471,1.86195,2.29613
1.23979,1.24532,1.86183,2.29583
1.2398,1.24714,1.86002,2.29857
1.23988,1.25031,1.8563,2.3015
1.24005,1.255,1.85097,2.3047
1.2403,1.26135,1.84479,2.30797
1.24064,1.26929,1.83818,2.31138
1.24108,1.27856,1.83182,2.31479
1.24162,1.28883,1.82614,2.31806
1.24228,1.29969,1.82118,2.32113
1.24305,1.31088,1.81667,2.32393
1.24394,1.32221,1.81236,2.32644
1.24497,1.33357,1.80782,2.32866
1.24613,1.34494,1.8026,2.3306
1.24744,1.35632,1.79642,2.33227
1.24891,1.36779,1.78925,2.33369
1.25055,1.37943,1.78145,2.33487
1.25235,1.39129,1.77336,2.33563
1.25435,1.40339,1.76523,2.33597
1.25653,1.41576,1.75726,2.33617
1.25892,1.42839,1.74952,2.33618
1.26152,1.44125,1.74201,2.33598
1.26435,1.45429,1.7347,2.33556
1.2674,1.46747,1.72755,2.33496
1.2707,1.48072,1.72075,2.33421
1.27423,1.494,1.71384,2.33327
1.27802,1.50726,1.70668,2.33206
1.28204,1.52046,1.69935,2.33053
1.28628,1.53355,1.69197,2.32869
1.29073,1.54652,1.68462,2.32659
1.29539,1.55934,1.67711,2.32445
1.30026,1.57199,1.66898,2.32211
1.30533,1.58447,1.6598,2.31852
1.31058,1.59677,1.64928,2.31347
1.31598,1.6089,1.63737,2.30734
1.3215,1.62083,1.62723,2.30074
1.32713,1.63257,1.61896,2.29388
1.33283,1.64408,1.61151,2.28701
1.33857,1.65537,1.60386,2.27958
1.34434,1.6664,1.59598,2.27295
1.3501,1.67716,1.58784,2.26766
1.35585,1.68762,1.57991,2.26307
1.36156,1.69777,1.57242,2.25885
1.36722,1.70757,1.56569,2.25462
1.37281,1.71703,1.55977,2.25039
1.37832,1.72612,1.5517,2.24609
1.38373,1.73482,1.5446,2.24177
1.38902,1.74313,1.53823,2.2377
1.39419,1.75105,1.53222,2.23381
1.3992,1.75858,1.5265,2.2298
1.40405,1.76574,1.52131,2.22565
1.40872,1.77254,1.51668,2.22152
1.41321,1.77898,1.51254,2.21757
1.41748,1.78506,1.50864,2.21377
1.42153,1.7908,1.50499,2.21015
1.42535,1.79618,1.50169,2.2067
1.42892,1.80122,1.49885,2.2034
1.43225,1.8059,1.49647,2.20025
1.43534,1.81024,1.49458,2.19724
1.43819,1.81422,1.49321,2.19435
1.44078,1.81783,1.49264,2.19158
1.44311,1.82108,1.49348,2.18891
1.44516,1.82396,1.4962,2.18636
1.44694,1.82645,1.50109,2.18383
1.44846,1.82857,1.50817,2.18134
1.44972,1.8303,1.5142,2.17886
1.45073,1.83166,1.51927,2.1764
1.45151,1.83264,1.52437,2.17395
1.45207,1.83326,1.53051,2.17215
1.45241,1.83354,1.53775,2.1697
1.45256,1.83348,1.54608,2.16611
1.45253,1.8331,1.55498,2.16201
1.45233,1.83243,1.56422,2.15772
1.45197,1.83148,1.5736,2.1536
1.45148,1.83028,1.58328,2.14962
1.45086,1.82882,1.59626,2.14584
1.45012,1.82714,1.60907,2.1422
1.44929,1.82523,1.62152,2.13861
1.44837,1.82313,1.63375,2.1351
1.44737,1.82082,1.64558,2.13171
1.4463,1.81834,1.65659,2.12849
1.44517,1.81568,1.66677,2.12531
1.44399,1.81285,1.67622,2.12203
1.44276,1.80988,1.68546,2.11867
1.44149,1.80674,1.69486,2.11523
1.44018,1.80343,1.70466,2.11171
1.43885,1.79993,1.71464,2.10812
1.43749,1.79623,1.72429,2.10448
1.43611,1.79231,1.73314,2.1008
1.43471,1.78818,1.74128,2.09707
1.43331,1.78382,1.74941,2.09333
1.4319,1.77926,1.75779,2.08957
1.4305,1.77449,1.76657,2.08581
1.42909,1.76953,1.77581,2.08206
1.42769,1.76441,1.78567,2.07832
1.42629,1.75913,1.79647,2.07449
1.42489,1.7537,1.80813,2.07062
1.42348,1.74815,1.82058,2.06675
1.42208,1.74247,1.83365,2.06292
1.42067,1.7367,1.84715,2.05916
1.41925,1.73083,1.86094,2.05545
1.41781,1.72488,1.87491,2.05181
1.41635,1.71887,1.8891,2.04823
1.41486,1.71281,1.90353,2.04471
1.41333,1.70673,1.91809,2.04125
1.41177,1.70062,1.93242,2.03784
1.41017,1.69451,1.94683,2.03447
1.40853,1.6884,1.96153,2.03112
1.40684,1.68231,1.97659,2.02782
1.40512,1.67624,1.99213,2.02456
1.40335,1.67021,2.00792,2.02134
1.40154,1.66421,2.02399,2.01816
1.39967,1.65825,2.04044,2.01502
1.39771,1.65233,2.05727,2.01195
1.39564,1.64646,2.07432,2.00892
1.39344,1.64067,2.09125,2.00596
1.39108,1.63496,2.10797,2.00306
1.38855,1.62937,2.12465,2.00031
1.38585,1.62391,2.14146,1.99749
1.38297,1.61858,2.15806,1.9947
1.37994,1.61338,2.17366,1.99208
1.37676,1.60831,2.18782,1.98954
1.37346,1.60335,2.20043,1.98708
1.37005,1.5985,2.21143,1.98467
1.36657,1.59374,2.22076,1.98233
1.36302,1.58905,2.22822,1.98017
1.35945,1.58442,2.23406,1.97817
1.35585,1.57984,2.23841,1.97627
1.35227,1.57531,2.24142,1.9744
1.3487,1.57081,2.24322,1.97257
1.34516,1.56634,2.24396,1.97077
1.34165,1.5619,2.24383,1.96901
1.33818,1.55747,2.2431,1.96726
1.33476,1.55305,2.24204,1.96553
1.33138,1.54863,2.24078,1.9638
1.32803,1.5442,2.23964,1.96207
1.32472,1.53977,2.23811,1.96037
1.32144,1.53532,2.23595,1.9587
1.31818,1.53087,2.23301,1.95707
1.31492,1.5264,2.22923,1.95548
1.31166,1.52192,2.22487,1.95391
1.30841,1.51744,2.21996,1.95236
1.30518,1.51294,2.2144,1.95083
1.302,1.50843,2.20803,1.9493
1.29889,1.5039,2.20079,1.94777
1.2959,1.49934,2.19287,1.94625
1.29303,1.49475,2.18451,1.94473
1.2903,1.49015,2.176,1.94311
1.28771,1.48552,2.16756,1.94162
1.28526,1.48089,2.15934,1.94019
1.28294,1.47626,2.15141,1.93865
1.28072,1.47165,2.14381,1.93709
1.27859,1.46706,2.13652,1.93552
1.27654,1.46252,2.12954,1.93397
1.27454,1.45803,2.12285,1.93243
1.27258,1.45362,2.11642,1.93087
1.27065,1.44929,2.11036,1.92929
1.26873,1.44506,2.10471,1.92772
1.26681,1.44095,2.09946,1.92606
1.26488,1.43694,2.09463,1.92432
1.26291,1.43305,2.09025,1.92258
1.26091,1.42927,2.08632,1.92084
1.25884,1.42561,2.08279,1.91913
1.25669,1.42207,2.07968,1.91749
1.25446,1.41865,2.07723,1.91595
1.25213,1.41535,2.0758,1.91451
1.24973,1.41217,2.0758,1.91307
1.24725,1.40912,2.07726,1.9116
1.24472,1.40618,2.07878,1.91009
1.24215,1.40334,2.07945,1.90853
1.23954,1.40059,2.07927,1.90694
1.23692,1.39792,2.07825,1.90533
1.23432,1.39535,2.07635,1.90371
1.23172,1.39287,2.0735,1.9021
1.22908,1.39048,2.06966,1.9005
1.22641,1.38819,2.06488,1.89893
1.22371,1.38599,2.05926,1.89737
1.221,1.38386,2.0529,1.89581
1.21829,1.38176,2.04589,1.89425
1.2156,1.37969,2.03832,1.89271
1.21291,1.37762,2.03026,1.89122
1.21023,1.37552,2.02175,1.88983
1.20757,1.37339,2.0128,1.88861
1.20494,1.37121,2.00343,1.88751
1.20232,1.36897,1.99362,1.88646
1.19966,1.36666,1.98337,1.88543
1.19696,1.36429,1.97254,1.88435
1.19419,1.36185,1.96107,1.88326
1.19136,1.35934,1.94892,1.88242
1.18848,1.35678,1.93604,1.88177
1.18559,1.35414,1.92243,1.88113
1.18267,1.35145,1.90808,1.88042
1.1797,1.34869,1.89295,1.87953
1.17666,1.34587,1.8769,1.87841
1.17358,1.34299,1.85971,1.87702
1.17049,1.34004,1.84105,1.87533
1.1674,1.33702,1.82071,1.8734
1.16424,1.33391,1.79878,1.87129
1.16102,1.33073,1.7768,1.86903
1.15772,1.32751,1.75577,1.86668
1.1544,1.32431,1.73573,1.86426
1.15103,1.32117,1.7167,1.8618
1.14756,1.31817,1.69872,1.85932
1.14397,1.31538,1.68184,1.85684
1.14028,1.31286,1.66603,1.85438
1.13653,1.31066,1.65119,1.85201
1.13273,1.30878,1.63717,1.84981
1.12888,1.30727,1.62386,1.84785
1.12494,1.30622,1.61115,1.84624
1.12086,1.30574,1.599,1.8451
1.11667,1.30585,1.58734,1.8446
1.11239,1.30652,1.57613,1.84491
1.10805,1.30764,1.56534,1.8464
1.10359,1.3091,1.55491,1.84985
1.09902,1.3108,1.54483,1.85549
1.09439,1.31266,1.53507,1.86272
1.08976,1.31458,1.52561,1.87113
1.08514,1.31648,1.51647,1.8799
1.08053,1.31826,1.50766,1.88862
1.07591,1.31974,1.49919,1.89704
1.07127,1.32081,1.49106,1.90526
1.06664,1.32153,1.48328,1.91327
1.06205,1.3219,1.47585,1.92125
1.05754,1.3219,1.46874,1.92923
1.05311,1.32152,1.46194,1.93729
1.04873,1.32081,1.45542,1.9456
1.04442,1.32002,1.44914,1.95429
1.04021,1.3193,1.44306,1.9634
1.03613,1.31876,1.43714,1.97294
1.03216,1.31843,1.43135,1.9829
1.02825,1.31836,1.42564,1.99327
1.02441,1.31872,1.41999,2.00408
1.02065,1.31962,1.41435,2.01526
1.017,1.32111,1.40867,2.02666
1.01346,1.32334,1.40291,2.03816
1.01,1.32638,1.39705,2.04956
1.00658,1.33009,1.39106,2.06072
1.00319,1.3343,1.38494,2.07156
0.999853,1.33912,1.37868,2.08188
0.996621,1.34535,1.37229,2.09154
0.993482,1.35437,1.36584,2.10024
0.990409,1.3662,1.3594,2.10774
0.987399,1.37901,1.35305,2.11371
0.984475,1.39113,1.34689,2.11729
0.981669,1.40154,1.34098,2.11837
0.978959,1.40982,1.33532,2.11753
0.976305,1.416,1.32992,2.11524
0.973693,1.42033,1.32474,2.11226
0.971117,1.42316,1.31972,2.10898
0.968579,1.42493,1.31482,2.1058
0.966073,1.42603,1.30999,2.10283
0.96359,1.42662,1.30517,2.10012
0.961118,1.42693,1.30035,2.09748
0.958642,1.42714,1.29549,2.0948
0.956147,1.4274,1.29058,2.09192
0.953619,1.42621,1.28563,2.08872
0.951049,1.42338,1.28064,2.0851
0.948427,1.42131,1.27562,2.08103
0.945748,1.42065,1.27062,2.07645
0.943009,1.42178,1.26564,2.07142
0.940207,1.42403,1.26072,2.06591
0.937342,1.42682,1.25587,2.05986
0.934419,1.42951,1.25113,2.05456
0.931447,1.43162,1.24655,2.05336
0.928441,1.43269,1.24215,2.05139
0.925416,1.43249,1.23796,2.04917
0.92239,1.4313,1.23399,2.04566
0.919378,1.42912,1.23026,2.04116
0.916395,1.42555,1.22673,2.03542
0.913451,1.41674,1.22337,2.02903
0.910553,1.3999,1.22013,2.02224
0.907704,1.38088,1.21692,2.01538
0.904904,1.36158,1.2137,2.0086
0.902153,1.34437,1.21041,2.00217
0.89945,1.32958,1.207,1.99607
0.896793,1.31746,1.20347,1.99042
0.894175,1.30754,1.19981,1.98518
0.891588,1.29951,1.19604,1.98036
0.889029,1.29295,1.19219,1.97577
0.886485,1.28756,1.1883,1.97132
0.883948,1.28301,1.18443,1.96686
0.88141,1.27907,1.18063,1.96244
0.878866,1.27558,1.17688,1.95815
0.876314,1.27233,1.17313,1.95412
0.873754,1.26925,1.16936,1.95046
0.871186,1.26779,1.16554,1.94717
0.868612,1.26796,1.1617,1.94425
0.866036,1.26722,1.15782,1.94168
0.863468,1.26484,1.15395,1.93946
0.86086,1.26039,1.15007,1.93757
0.858211,1.25443,1.14621,1.93595
0.855561,1.24729,1.14237,1.93458
0.854039,1.23946,1.1386,1.93224
0.84764,1.2313,1.13491,1.92564
0.842281,1.22311,1.13127,1.91974
0.83735,1.215,1.12761,1.91415
0.834111,1.20686,1.12386,1.90998
0.831974,1.19882,1.11996,1.90693
0.830879,1.19109,1.11587,1.90535
0.830312,1.18667,1.11161,1.90464
0.830077,1.18692,1.10718,1.90467
0.829926,1.18605,1.10262,1.90509
0.82971,1.18408,1.09797,1.90569
0.829329,1.18043,1.09326,1.9063
0.828726,1.17589,1.08853,1.90686
0.827884,1.17071,1.08429,1.90736
0.8268,1.16539,1.08022,1.90779
0.825472,1.16008,1.07633,1.90818
0.823919,1.15493,1.07246,1.90855
0.822169,1.14996,1.06848,1.90889
0.820253,1.14525,1.06422,1.90925
0.818206,1.14074,1.05962,1.90963
0.816062,1.13644,1.05471,1.91014
0.813851,1.13233,1.04955,1.91077
0.811601,1.12837,1.04423,1.91126
0.80933,1.12454,1.0388,1.91136
0.807003,1.12079,1.03328,1.91104
0.80468,1.1171,1.0277,1.91027
0.802353,1.11342,1.02204,1.90912
0.800096,1.10977,1.01631,1.90756
0.797918,1.10617,1.01049,1.9057
0.795789,1.10262,1.00458,1.90366
0.792582,1.09912,0.998513,1.90149
0.794302,1.09562,0.992294,1.8993
0.795028,1.09213,0.985943,1.89712
0.795364,1.08863,0.979523,1.89498
0.794036,1.08512,0.973107,1.89291
0.791619,1.08161,0.966752,1.89091
0.788161,1.07808,0.960491,1.88898
0.784159,1.07454,0.954273,1.8871
0.779796,1.07099,0.947966,1.88525
0.775306,1.06744,0.942139,1.88343
0.770827,1.06388,0.93706,1.88161
0.766452,1.06032,0.932681,1.87978
0.762235,1.05674,0.928843,1.87793
0.75819,1.05317,0.924828,1.87604
0.754327,1.04961,0.920878,1.87411
0.750654,1.04605,0.91691,1.87214
0.747162,1.04249,0.91308,1.87014
0.743831,1.03894,0.909505,1.86811
0.740643,1.03541,0.906302,1.86607
0.737573,1.03171,0.903516,1.864
0.734599,1.02794,0.901152,1.86181
0.731699,1.02405,0.899169,1.85948
0.728854,1.02009,0.897503,1.85728
0.72605,1.01606,0.896082,1.85544
0.72331,1.01199,0.894832,1.85399
0.720579,1.00786,0.893686,1.85294
0.71786,1.0037,0.892593,1.85223
0.715134,0.999506,0.891509,1.85184
0.712403,0.995277,0.890408,1.8517
0.709662,0.991011,0.889272,1.85171
0.706914,0.986707,0.888094,1.85181
0.70416,0.98236,0.886871,1.8519
0.701401,0.977968,0.885607,1.85196
0.698638,0.973526,0.884308,1.85194
0.695872,0.969033,0.882983,1.85183
0.693102,0.964486,0.88164,1.85162
0.690329,0.959891,0.880284,1.85131
0.687552,0.955256,0.878967,1.85093
0.684771,0.950584,0.877801,1.85054
0.681988,0.945878,0.876181,1.85006
0.679206,0.941134,0.873804,1.84943
0.676426,0.936363,0.870683,1.8486
0.673651,0.931568,0.866951,1.84761
0.670885,0.926746,0.862794,1.84644
0.668125,0.921905,0.858312,1.84519
0.665377,0.917054,0.853554,1.84391
0.662643,0.912195,0.848521,1.84255
0.659925,0.907335,0.843212,1.84115
0.657222,0.90245,0.837628,1.83974
0.654536,0.897729,0.831772,1.83838
0.651865,0.893066,0.825661,1.83708
0.649209,0.888515,0.819316,1.83586
0.646567,0.884021,0.812771,1.83473
0.643938,0.879601,0.806065,1.83368
0.641335,0.875225,0.799242,1.8327
0.638754,0.870903,0.792343,1.83178
0.636193,0.866623,0.78541,1.83091
0.633646,0.862391,0.778476,1.83016
0.63111,0.858205,0.771564,1.82954
0.62858,0.85407,0.764693,1.82901
0.626052,0.849988,0.757874,1.82859
0.623523,0.845964,0.751111,1.82826
0.62099,0.841999,0.744408,1.82795
0.618453,0.838098,0.737761,1.82771
0.615911,0.834259,0.731167,1.82758
0.613364,0.830484,0.724623,1.82758
0.610811,0.82677,0.718133,1.82775
0.608255,0.823109,0.711702,1.82809
0.605696,0.819496,0.705342,1.82855
0.603133,0.815927,0.699059,1.82923
0.600566,0.812408,0.69286,1.8302
0.597993,0.808929,0.686752,1.83151
0.595413,0.805491,0.68074,1.83313
0.592827,0.802098,0.674833,1.83506
0.590237,0.798738,0.669038,1.83722
0.587639,0.795407,0.66336,1.83952
0.585033,0.792108,0.657802,1.84201
0.582417,0.788841,0.652364,1.84462
0.579793,0.785611,0.647047,1.8473
0.57716,0.782417,0.64185,1.85
0.574519,0.779261,0.636771,1.85265
0.571868,0.776143,0.631808,1.85524
0.569209,0.773062,0.62696,1.85773
0.566541,0.770017,0.622223,1.86013
0.563863,0.767007,0.617593,1.86245
0.561177,0.764031,0.613066,1.86467
0.558481,0.761088,0.608637,1.86691
0.555776,0.758173,0.604301,1.86909
0.553062,0.75529,0.600054,1.87122
0.55034,0.752436,0.595892,1.87331
0.547608,0.74961,0.59181,1.87537
0.54487,0.746811,0.587806,1.8774
0.542124,0.744039,0.583874,1.87941
0.539372,0.741291,0.580011,1.88129
0.536614,0.738565,0.576214,1.88298
0.533852,0.735859,0.572477,1.88445
0.531085,0.733172,0.568797,1.88572
0.528316,0.730499,0.56517,1.88679
0.525545,0.72784,0.561591,1.88767
0.522773,0.725192,0.558057,1.88838
0.52,0.722553,0.554562,1.88894
0.517227,0.719922,0.551103,1.88939
