Steps,User Time,Real Time,Growth Rate,QC position,Average Pressure,Average Sigma,Average Cell Growth,Average Vertex Velocity,Average Auxin Cytoplasm,Std Auxin Cytoplasm,Average Auxin Intercellular,Average PIN Cytoplasm,Average PIN Membrane,Average AUX1 Cytoplasm,Average Auxin Diffusion,Average Auxin Export,Average PIN1 Expression,Average PIN1 Trafficking
1,0.03,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.78611,1.07263,0.27602,1.25523,0.989191,12.6775,0,2.50319,108.092,98.7545
2,0.06,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.79489,1.10441,0.26256,1.25934,0.952129,12.2335,0,-3.77235,108.127,98.0453
3,0.09,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.8067,1.14227,0.241329,1.26384,0.930133,11.9027,0,-3.10571,107.719,97.3508
4,0.12,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.81563,1.1764,0.225608,1.26853,0.918632,11.653,0,-2.00289,107.323,96.9276
5,0.15,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.82172,1.20041,0.215602,1.27195,0.914565,11.4626,0,-1.05312,107.052,97.1107
6,0.18,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.82555,1.21254,0.209523,1.27504,0.913629,11.3159,0,-0.760722,106.818,96.7134
7,0.21,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.82966,1.22215,0.203975,1.27801,0.913557,11.2017,0,-0.677868,106.593,96.526
8,0.24,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.83366,1.22955,0.199542,1.28072,0.914689,11.112,0,-0.453345,106.385,96.4667
9,0.27,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.83714,1.23276,0.195998,1.28277,0.915909,11.0407,0,-0.494706,106.218,96.3351
10,0.3,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.84082,1.2351,0.192495,1.28488,0.916841,10.9835,0,-0.41527,106.009,96.1719
11,0.33,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.84423,1.23599,0.189549,1.28636,0.918075,10.9369,0,-0.300125,105.813,96.1167
12,0.36,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.84743,1.23537,0.186791,1.28773,0.919368,10.8986,0,-0.360922,105.59,95.9628
13,0.39,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85039,1.23276,0.184308,1.28852,0.919511,10.8666,0,-0.305638,105.466,95.9374
14,0.42,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85306,1.22947,0.182048,1.28896,0.919692,10.8399,0,-0.192881,105.415,96.0695
15,0.45,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85535,1.22599,0.179963,1.28941,0.919993,10.8176,0,-0.254179,105.425,95.8848
16,0.48,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85741,1.22369,0.177943,1.28966,0.921146,10.7987,0,-0.112951,105.379,96.0533
17,0.51,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85918,1.22226,0.175967,1.29008,0.921828,10.7824,0,-0.170801,105.237,96.1202
18,0.54,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.86045,1.22133,0.174265,1.29001,0.922537,10.7681,0,-0.20244,105.104,95.7483
19,0.57,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.86139,1.22133,0.172629,1.28962,0.923237,10.7556,0,-0.155294,104.977,95.7684
20,0.6,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.86202,1.22243,0.171048,1.28929,0.924245,10.7447,0,-0.0888253,104.841,95.7693
21,0.63,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.86222,1.22396,0.169532,1.28899,0.924387,10.735,0,-0.155683,104.708,95.6201
22,0.66,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.86201,1.22591,0.168084,1.28838,0.924811,10.7267,0,-0.169413,104.612,95.4725
23,0.69,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.86139,1.22773,0.166639,1.28775,0.925649,10.7195,0,-0.138783,104.521,95.4596
24,0.72,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.86045,1.23043,0.165245,1.28736,0.926088,10.7134,0,-0.135731,104.419,95.3221
25,0.75,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85908,1.23357,0.163945,1.28697,0.927144,10.7086,0,-0.165229,104.33,95.1489
26,0.78,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85739,1.23681,0.162717,1.28633,0.927938,10.7049,0,-0.10387,104.28,95.1407
27,0.81,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85538,1.2404,0.161372,1.28616,0.928402,10.7023,0,-0.113946,104.19,95.003
28,0.84,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.85288,1.24372,0.16024,1.28573,0.928226,10.7009,0,-0.107958,104.12,94.9416
29,0.87,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.8503,1.2485,0.159241,1.28513,0.928885,10.7007,0,-0.0550706,104.047,94.9921
30,0.9,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.8474,1.25239,0.157955,1.28465,0.92954,10.7015,0,-0.113464,103.942,95.1092
31,0.93,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.84399,1.25503,0.156763,1.28424,0.929375,10.7036,0,-0.123267,103.827,94.7178
32,0.96,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.84065,1.25977,0.155557,1.28411,0.928839,10.7068,0,-0.0770335,103.68,94.5596
33,0.99,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.83706,1.26487,0.15477,1.28302,0.929474,10.7113,0,-0.0243612,103.6,95.001
34,1.02,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.83313,1.26883,0.153912,1.28225,0.93054,10.717,0,-0.096229,103.499,94.4089
35,1.05,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.82892,1.27158,0.152628,1.28186,0.930226,10.724,0,-0.108346,103.37,94.2588
36,1.08,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.8246,1.27502,0.151651,1.28131,0.930281,10.7322,0,-0.0297937,103.239,94.235
37,1.11,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.82031,1.27973,0.150856,1.28058,0.930057,10.7419,0,-0.0334973,103.115,94.0465
38,1.14,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.81602,1.28499,0.149988,1.2796,0.930137,10.7528,0,-0.112754,103.008,93.9642
39,1.17,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.81121,1.28775,0.149001,1.279,0.93156,10.7652,0,-0.0895636,102.877,93.8274
40,1.2,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.80637,1.29078,0.147892,1.27884,0.93013,10.7789,0,-0.101998,102.728,93.5854
41,1.23,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.80165,1.29543,0.147158,1.27754,0.930562,10.794,0,0.0286262,102.632,93.9888
42,1.26,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.79687,1.30029,0.146621,1.27673,0.931168,10.8105,0,-0.0316539,102.508,93.4806
43,1.29,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.79191,1.30445,0.145697,1.27617,0.930705,10.8284,0,-0.0607006,102.379,93.6578
44,1.32,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.7867,1.30748,0.144748,1.27581,0.930343,10.8476,0,-0.0731802,102.265,93.13
45,1.35,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.78162,1.31198,0.144204,1.27461,0.931278,10.868,0,0.0347642,102.154,93.4051
46,1.38,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.77656,1.31702,0.143669,1.27392,0.931348,10.8898,0,-0.00392833,102.034,93.1023
47,1.41,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.77126,1.32102,0.143049,1.2733,0.931501,10.9128,0,-0.0477352,101.939,92.8591
48,1.44,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.76595,1.32503,0.142253,1.27288,0.932108,10.937,0,0.00906166,101.814,92.7945
49,1.47,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.76042,1.32878,0.141728,1.27231,0.931944,10.9623,0,-0.0237678,101.684,92.8674
50,1.5,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.75509,1.33342,0.141342,1.27129,0.933527,10.9886,0,0.0699684,101.581,92.7138
51,1.53,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.74954,1.33695,0.14084,1.27076,0.932893,11.0158,0,-0.036952,101.444,92.4506
52,1.56,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.74393,1.34091,0.14024,1.27043,0.932882,11.0439,0,0.0126485,101.287,92.4642
53,1.59,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.73832,1.34503,0.13975,1.26954,0.933248,11.0727,0,0.0500922,101.141,92.5992
54,1.62,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.7326,1.3481,0.139384,1.26844,0.934033,11.1021,0,0.0617175,101.027,92.7469
55,1.65,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.72721,1.35214,0.138869,1.26728,0.934196,11.1321,0,-0.000329454,100.892,92.1257
56,1.68,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.72186,1.35611,0.138324,1.26613,0.935078,11.1627,0,-0.0328696,100.763,92.0607
57,1.71,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.71675,1.36002,0.137885,1.26477,0.936061,11.1937,0,0.0613942,100.638,91.8912
58,1.74,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.71178,1.36398,0.13748,1.26363,0.935349,11.225,0,0.0164765,100.522,91.8044
59,1.77,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.7068,1.36809,0.137005,1.26276,0.935429,11.2568,0,0.00878885,100.389,91.565
60,1.8,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.70151,1.37036,0.136671,1.26152,0.936371,11.2888,0,0.0722053,100.286,92.1028
61,1.83,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.69648,1.37309,0.136145,1.26066,0.936733,11.3211,0,0.0154907,100.168,91.5256
62,1.86,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.69144,1.37536,0.135567,1.25998,0.935855,11.3536,0,-0.0235366,100.053,91.2137
63,1.89,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.68639,1.37785,0.135018,1.25915,0.936112,11.3862,0,0.00993068,99.9367,91.3165
64,1.92,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.68148,1.38027,0.134511,1.2584,0.935344,11.419,0,-0.00740438,99.8346,91.0189
65,1.95,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.67648,1.38257,0.133888,1.25752,0.935386,11.4518,0,0.0160877,99.743,91.8053
66,1.98,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.67153,1.38438,0.133529,1.2566,0.935723,11.4846,0,-0.00209276,99.6617,90.8653
67,2.01,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.66666,1.38654,0.133025,1.25556,0.93671,11.5174,0,0.00989861,99.5734,91.3365
68,2.04,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.66155,1.3866,0.13263,1.2542,0.936732,11.5501,0,0.00384959,99.518,91.3428
69,2.07,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.65697,1.38859,0.132126,1.25357,0.935802,11.5826,0,-0.0286693,99.4098,90.5501
70,2.1,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.65205,1.38951,0.131572,1.25273,0.936236,11.6149,0,0.0601774,99.314,91.1351
71,2.13,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.64714,1.38936,0.131207,1.2514,0.93528,11.647,0,-0.00147649,99.2397,90.7034
72,2.16,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.64275,1.39108,0.130701,1.25032,0.935066,11.6787,0,0.0234888,99.152,90.5359
73,2.19,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.638,1.39087,0.13019,1.24951,0.934755,11.71,0,-0.00552904,99.0757,90.3487
74,2.22,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.63325,1.39088,0.129683,1.24869,0.933836,11.7411,0,0.0131295,99.0038,90.5007
75,2.25,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.62891,1.39188,0.129217,1.24805,0.932718,11.7718,0,-0.00120988,98.9429,90.7231
76,2.28,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.62434,1.39182,0.128802,1.24715,0.933089,11.8022,0,0.00938137,98.9036,90.271
77,2.31,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.61969,1.39042,0.128378,1.24638,0.93189,11.8323,0,-0.0298003,98.8676,90.1041
78,2.34,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.61561,1.39154,0.127836,1.24587,0.930361,11.862,0,0.0166267,98.8181,90.1644
79,2.37,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.61119,1.39109,0.127416,1.24545,0.93053,11.8914,0,0.00702819,98.7952,89.9629
80,2.4,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.60669,1.38981,0.126962,1.24498,0.928861,11.9203,0,0.00595456,98.7596,90.0585
81,2.43,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.60272,1.39044,0.126498,1.24494,0.928,11.9489,0,0.0164001,98.7116,90.1178
82,2.46,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.59848,1.38972,0.126108,1.24395,0.928101,11.9771,0,0.0354248,98.7118,90.3067
83,2.49,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.59418,1.38797,0.125736,1.24367,0.927686,12.0048,0,0.0140257,98.6817,89.7276
84,2.52,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.59033,1.38805,0.125204,1.24397,0.925572,12.0321,0,-0.0106838,98.6151,89.6257
85,2.55,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.58633,1.38809,0.124771,1.2433,0.926064,12.0589,0,0.0393295,98.6036,89.8783
86,2.58,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.58209,1.386,0.124434,1.24321,0.925238,12.0852,0,0.00801507,98.5638,89.7616
87,2.61,0,0.073677,-3.08416 -105.518 0,0,0,0,0,1.57827,1.38579,0.124023,1.24305,0.924568,12.1109,0,0.0051078,98.4987,89.7327
88,2.64,0.03,73.8911,-3.08564 -105.493 0,0,0,0.0172139,0.28612,1.55734,1.39495,0.121464,1.24185,0.923961,12.1332,0,-0.427468,98.4433,89.76
89,2.67,0.06,73.9153,-3.0898 -105.469 0,0,0,0.0258262,0.433357,1.53831,1.39987,0.118873,1.24031,0.922656,12.1525,0,-0.346472,98.3109,89.916
90,2.7,0.09,73.9406,-3.09562 -105.45 0,0,0,0.0308867,0.559955,1.52028,1.40448,0.11662,1.23869,0.920704,12.168,0,-0.289139,98.0357,89.2343
91,2.73,0.12,73.96,-3.10214 -105.441 0,0,0,0.0342871,0.664099,1.5019,1.40794,0.114553,1.23615,0.918027,12.1803,0,-0.273846,97.6455,89.0859
92,2.76,0.15,73.9699,-3.10875 -105.442 0,0,0,0.033697,0.740967,1.47686,1.41016,0.112631,1.22999,0.910965,12.2073,0,-0.230664,97.0624,88.6351
93,2.79,0.18,73.9701,-3.11487 -105.452 0,0,0,0.0377439,0.799691,1.45784,1.41365,0.110908,1.22715,0.907917,12.2285,0,-0.192603,96.6564,88.3722
94,2.82,0.21,73.9773,-3.11952 -105.47 0,0,0,0.0398175,0.833398,1.43839,1.41723,0.109312,1.223,0.905412,12.246,0,-0.21293,96.1097,88.0394
95,2.85,0.21,73.9942,-3.12257 -105.495 0,0,0,0.0411016,0.840481,1.41833,1.41902,0.107736,1.21841,0.901752,12.2613,0,-0.166641,95.6931,87.9834
96,2.88,0.21,74.0204,-3.12411 -105.527 0,0,0,0.0407698,0.824046,1.39697,1.41946,0.106052,1.21503,0.891056,12.2817,0,-0.189126,95.3626,87.3241
97,2.91,0.21,74.0547,-3.12436 -105.565 0,0,0,0.0415509,0.797137,1.37644,1.42461,0.104888,1.21121,0.890304,12.304,0,0.00106728,95.5693,88.1226
98,2.94,0.24,74.0955,-3.12365 -105.608 0,0,0,0.0411611,0.756133,1.35519,1.42843,0.104174,1.20741,0.888732,12.3233,0,-0.057018,95.3514,87.6298
99,2.97,0.27,74.1417,-3.12215 -105.654 0,0,0,0.0402449,0.714302,1.33469,1.43341,0.103031,1.20403,0.884707,12.3402,0,-0.120478,95.1254,87.2749
100,3,0.3,74.1925,-3.11994 -105.705 0,0,0,0.0391239,0.675809,1.31496,1.43918,0.101718,1.20067,0.882192,12.3553,0,-0.150282,94.9175,87.1237
101,3.03,0.33,74.2473,-3.11707 -105.758 0,0,0,0.0379861,0.645834,1.29506,1.44245,0.100327,1.19772,0.879026,12.3692,0,-0.153837,94.6789,86.9156
102,3.06,0.36,74.3054,-3.1136 -105.814 0,0,0,0.0374296,0.626456,1.27387,1.44372,0.09899,1.19391,0.872811,12.4002,0,-0.173148,94.3751,86.3542
103,3.09,0.39,74.3665,-3.10731 -105.872 0,0,0,0.0375795,0.631738,1.25473,1.44989,0.0988171,1.19293,0.872614,12.4226,0,0.0109146,94.5742,86.7422
104,3.12,0.42,74.4315,-3.09754 -105.93 0,0,0,0.0364961,0.647035,1.23565,1.45338,0.0981368,1.19085,0.873792,12.4415,0,-0.095485,94.2837,86.611
105,3.15,0.45,74.4972,-3.08845 -105.99 0,0,0,0.0356773,0.671611,1.21717,1.45732,0.0969137,1.18874,0.87218,12.4572,0,-0.160499,93.9074,86.2316
106,3.18,0.48,74.5633,-3.07988 -106.05 0,0,0,0.0348523,0.700448,1.19876,1.46171,0.0956365,1.18647,0.870439,12.4712,0,-0.150843,93.5049,86.0712
107,3.21,0.51,74.63,-3.07267 -106.112 0,0,0,0.0341071,0.72657,1.17999,1.46298,0.0943352,1.18389,0.868137,12.4834,0,-0.145027,93.0883,85.613
108,3.24,0.54,74.6977,-3.06659 -106.175 0,0,0,0.0334238,0.747805,1.1617,1.46479,0.0929918,1.18173,0.865179,12.4942,0,-0.140401,92.5997,85.597
109,3.27,0.57,74.7665,-3.06154 -106.24 0,0,0,0.0328271,0.764102,1.14371,1.46685,0.0916738,1.17892,0.863343,12.5037,0,-0.158267,92.1384,84.816
110,3.3,0.6,74.8364,-3.05727 -106.305 0,0,0,0.032301,0.776198,1.12525,1.46584,0.090319,1.17631,0.860254,12.5118,0,-0.180694,91.6201,84.2474
111,3.33,0.63,74.9072,-3.05364 -106.371 0,0,0,0.0318087,0.78513,1.10735,1.46655,0.0889477,1.17356,0.857278,12.5186,0,-0.164404,91.0676,83.7849
112,3.36,0.66,74.9788,-3.0505 -106.438 0,0,0,0.03139,0.791986,1.08947,1.46654,0.0876275,1.16999,0.854666,12.5241,0,-0.157807,90.5453,83.5447
113,3.39,0.69,75.0511,-3.04778 -106.506 0,0,0,0.0310353,0.797779,1.07138,1.46454,0.086402,1.16592,0.85198,12.5283,0,-0.151102,90.027,83.0768
114,3.42,0.72,75.124,-3.04541 -106.574 0,0,0,0.0307131,0.803508,1.05366,1.46305,0.0850996,1.16158,0.84833,12.5312,0,-0.162042,89.4929,82.6585
115,3.45,0.75,75.1975,-3.04337 -106.643 0,0,0,0.030453,0.809876,1.03624,1.46234,0.0838638,1.15605,0.846385,12.533,0,-0.152283,89.003,82.5162
116,3.48,0.78,75.2716,-3.04159 -106.712 0,0,0,0.0301654,0.813952,1.01785,1.45548,0.0825924,1.14898,0.838218,12.5105,0,-0.139355,88.5003,81.9357
117,3.51,0.81,75.3464,-3.03987 -106.782 0,0,0,0.0302925,0.825329,1.00044,1.45333,0.081648,1.14525,0.835749,12.5174,0,-0.101794,88.4486,81.3689
118,3.54,0.84,1.60404,-3.03837 -106.853 0,0,0,0.0300284,0.828671,0.995577,1.46097,0.0807588,1.14135,0.830653,12.5213,0,-0.0799862,87.9335,81.3174
119,3.57,0.87,1.65576,-3.03717 -106.925 0,0,0,0.0299459,0.838277,0.977241,1.45359,0.0815566,1.13577,0.830978,12.5318,0,0.349865,87.8263,81.1814
120,3.6,0.9,1.70719,-3.03678 -106.997 0,0,0,0.0294229,0.849264,0.958789,1.44476,0.0817024,1.12974,0.831054,12.5376,0,-0.0641033,87.2938,80.7509
121,3.63,0.93,1.76389,-3.03678 -107.069 0,0,0,0.0291694,0.854657,0.956833,1.45536,0.0803073,1.1254,0.823419,12.5098,0,-0.189062,86.7652,80.181
122,3.66,0.96,1.83091,-3.03873 -107.132 0,0,0,0.0295498,0.868011,0.938413,1.44422,0.0805803,1.11811,0.825368,12.5229,0,0.571856,86.7464,80.5498
123,3.69,0.99,1.9001,-3.04046 -107.196 0,0,0,0.0292655,0.88093,0.918734,1.43014,0.0840295,1.11081,0.828408,12.5295,0,0.578457,86.2535,80.106
124,3.72,1.02,1.96311,-3.04163 -107.265 0,0,0,0.0288606,0.894381,0.901484,1.42115,0.0851074,1.10367,0.830399,12.5316,0,0.0506721,85.7376,79.4571
125,3.75,1.02,2.02063,-3.04234 -107.338 0,0,0,0.0284467,0.907529,0.886087,1.41324,0.0838835,1.09713,0.829756,12.5296,0,-0.289372,85.1761,78.7743
126,3.78,1.02,2.07297,-3.04273 -107.414 0,0,0,0.028099,0.920201,0.872126,1.40727,0.0812624,1.09097,0.827889,12.5243,0,-0.445678,84.5982,78.1325
127,3.81,1.02,2.12106,-3.04289 -107.492 0,0,0,0.0278067,0.932215,0.858537,1.39999,0.0784102,1.08524,0.825878,12.5166,0,-0.404126,84.0251,77.4019
128,3.84,1.02,2.16513,-3.04288 -107.571 0,0,0,0.0275524,0.943529,0.845272,1.39238,0.0758867,1.0799,0.82277,12.507,0,-0.353536,83.4782,76.8914
129,3.87,1.02,2.20527,-3.04268 -107.652 0,0,0,0.0273226,0.954215,0.831977,1.38282,0.073753,1.07427,0.820406,12.4962,0,-0.270348,83.0041,76.5221
130,3.9,1.05,2.24196,-3.04226 -107.733 0,0,0,0.0271046,0.964361,0.81896,1.37302,0.0719321,1.06859,0.81876,12.4845,0,-0.24122,82.5771,76.1102
131,3.93,1.08,2.27555,-3.04156 -107.814 0,0,0,0.0268978,0.974078,0.806046,1.36186,0.0703562,1.06326,0.817008,12.4728,0,-0.19842,82.1812,75.5912
132,3.96,1.11,2.30657,-3.04058 -107.896 0,0,0,0.0267121,0.983468,0.793471,1.35054,0.0688832,1.05812,0.815155,12.4611,0,-0.192693,81.8371,75.3224
133,3.99,1.14,2.3355,-3.03934 -107.979 0,0,0,0.0265434,0.992579,0.781105,1.3384,0.0675515,1.05344,0.812452,12.4494,0,-0.17275,81.491,74.8036
134,4.02,1.17,2.36107,-3.03789 -108.062 0,0,0,0.0261943,0.996912,0.768273,1.32339,0.0661873,1.04714,0.80648,12.5117,0,-0.16675,81.1462,74.4894
135,4.05,1.2,2.38625,-3.03978 -108.143 0,0,0,0.0263675,1.00558,0.75665,1.31176,0.0651427,1.04428,0.806081,12.5096,0,-0.12088,81.2398,74.3736
136,4.08,1.23,2.40482,-3.04269 -108.224 0,0,0,0.0262473,1.01392,0.745076,1.29923,0.0641272,1.04009,0.807943,12.5077,0,-0.115529,80.8185,74.2218
137,4.11,1.23,2.42251,-3.04474 -108.304 0,0,0,0.0259632,1.01986,0.735512,1.285,0.0629907,1.03746,0.803169,12.5111,0,-0.143674,80.3335,73.7758
138,4.14,1.23,2.44015,-3.04554 -108.386 0,0,0,0.0262805,1.02768,0.724062,1.27276,0.0622624,1.03399,0.805006,12.5094,0,-0.0244937,80.2614,73.6675
139,4.17,1.23,2.45895,-3.04536 -108.47 0,0,0,0.026144,1.03549,0.712512,1.26031,0.0614993,1.0301,0.802891,12.5062,0,-0.144425,79.787,73.284
140,4.2,1.26,2.47864,-3.04426 -108.555 0,0,0,0.0260431,1.04373,0.701484,1.24852,0.060239,1.02551,0.801045,12.5004,0,-0.189766,79.3733,73.1847
141,4.23,1.29,2.499,-3.0426 -108.641 0,0,0,0.0259006,1.05188,0.690687,1.23615,0.0588564,1.021,0.797558,12.4932,0,-0.26018,79.0258,72.6875
142,4.26,1.32,2.52024,-3.04079 -108.73 0,0,0,0.0257908,1.05997,0.680527,1.22534,0.0572877,1.01623,0.794656,12.4846,0,-0.201133,78.6821,72.5223
143,4.29,1.35,2.54258,-3.03909 -108.82 0,0,0,0.0254879,1.06191,0.670646,1.20972,0.0555594,1.0102,0.784096,12.4477,0,-0.282917,78.3956,72.0757
144,4.32,1.38,2.56631,-3.03758 -108.913 0,0,0,0.0256291,1.06954,0.661314,1.19569,0.0541673,1.0078,0.781377,12.4518,0,-0.210624,78.7392,71.8329
145,4.35,1.41,2.59166,-3.03626 -109.008 0,0,0,0.0254949,1.07685,0.652192,1.18144,0.0529431,1.00587,0.777943,12.4544,0,-0.162115,78.7184,71.6768
146,4.38,1.44,2.61872,-3.03512 -109.105 0,0,0,0.0251971,1.08287,0.641361,1.16529,0.0518082,1.00676,0.77306,12.4859,0,-0.158816,78.6529,71.5373
147,4.41,1.47,2.64777,-3.03416 -109.204 0,0,0,0.0255877,1.09111,0.632232,1.15087,0.050795,1.00565,0.7746,12.4943,0,-0.1271,78.9857,71.7747
148,4.44,1.5,2.67803,-3.03384 -109.304 0,0,0,0.0248872,1.09805,0.622916,1.13619,0.0499158,1.00458,0.775754,12.498,0,-0.117143,78.9087,71.7031
149,4.47,1.53,2.709,-3.03394 -109.404 0,0,0,0.0239493,1.10534,0.613619,1.12131,0.0490725,1.00339,0.776664,12.4985,0,-0.114163,78.8472,71.6686
150,4.5,1.56,2.7407,-3.03429 -109.506 0,0,0,0.0230802,1.11219,0.604491,1.10642,0.0482368,1.00219,0.777131,12.4969,0,-0.113423,78.7662,71.5739
151,4.53,1.59,2.77514,-3.03486 -109.61 0,0,0,0.0223115,1.11887,0.595635,1.09174,0.0474207,1.00108,0.77672,12.494,0,-0.108998,78.6918,71.4715
152,4.56,1.62,2.81151,-3.03565 -109.716 0,0,0,0.02229,1.12536,0.587113,1.07733,0.0466334,1.00017,0.775672,12.4902,0,-0.103395,78.7059,71.447
153,4.59,1.65,2.85851,-3.03673 -109.825 0,0,0,0.0222837,1.13172,0.578965,1.06327,0.0458888,0.999408,0.775367,12.4858,0,-0.0957246,78.76,71.4912
154,4.62,1.68,2.90751,-3.03804 -109.936 0,0,0,0.022305,1.13795,0.571225,1.04955,0.0451825,0.998902,0.773949,12.4811,0,-0.0903934,78.8347,71.4781
155,4.65,1.71,2.95423,-3.03949 -110.047 0,0,0,0.0223472,1.14405,0.56391,1.03616,0.0445133,0.998757,0.771913,12.4763,0,-0.0824434,78.9302,71.4999
156,4.68,1.74,2.99769,-3.04097 -110.159 0,0,0,0.022418,1.14998,0.557022,1.02305,0.0438883,0.99876,0.770359,12.471,0,-0.0769835,78.9878,71.5632
157,4.71,1.77,3.03732,-3.04236 -110.27 0,0,0,0.0219368,1.15569,0.550693,1.01105,0.0433368,0.998625,0.769316,12.4648,0,-0.0590705,78.9673,71.5834
158,4.74,1.8,3.07368,-3.04362 -110.381 0,0,0,0.0214782,1.16116,0.544985,1.00095,0.0428146,0.998276,0.768622,12.4577,0,-0.0680805,78.8537,71.5547
159,4.77,1.83,3.10755,-3.04474 -110.491 0,0,0,0.0210616,1.16637,0.53986,0.994064,0.0423428,0.997506,0.76808,12.4502,0,-0.0364359,78.6739,71.4618
160,4.8,1.86,3.13955,-3.04572 -110.6 0,0,0,0.0212062,1.17129,0.535154,0.989641,0.0420008,0.996571,0.766388,12.4422,0,-0.0204042,78.4413,71.245
161,4.83,1.89,3.17018,-3.04656 -110.71 0,0,0,0.0205109,1.1734,0.532277,0.984941,0.0417177,0.99552,0.75999,12.4003,0,-0.00913839,78.1922,71.049
