Steps,User Time,Real Time,Growth Rate,QC position,Average Pressure,Average Sigma,Average Cell Growth,Average Vertex Velocity,Average Auxin Cytoplasm,Std Auxin Cytoplasm,Average Auxin Intercellular,Average PIN Cytoplasm,Average PIN Membrane,Average AUX1 Cytoplasm,Average Auxin Diffusion,Average Auxin Export,Average PIN1 Expression,Average PIN1 Trafficking
23,0.69,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.85487,1.21973,0.165691,1.28806,0.925193,10.7195,0,-0.127522,104.501,95.4785
24,0.72,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.85365,1.22164,0.164324,1.28746,0.925807,10.7134,0,-0.150953,104.415,95.2635
25,0.75,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.85218,1.22505,0.163002,1.28707,0.926858,10.7086,0,-0.0988684,104.324,95.2103
26,0.78,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.85034,1.22845,0.16163,1.28682,0.92707,10.7049,0,-0.144962,104.234,95.0788
27,0.81,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.84812,1.232,0.160326,1.2866,0.927438,10.7023,0,-0.130685,104.149,94.9953
28,0.84,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.84542,1.23535,0.159131,1.2864,0.927403,10.7009,0,-0.121155,104.056,94.8855
29,0.87,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.84264,1.24008,0.157885,1.28613,0.927541,10.7006,0,-0.129094,103.954,94.8812
30,0.9,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.83932,1.24317,0.156668,1.28551,0.928467,10.7015,0,-0.0833091,103.865,95.1196
31,0.93,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.83575,1.24617,0.155677,1.28463,0.92857,10.7036,0,-0.121687,103.791,94.7657
32,0.96,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.83217,1.25069,0.154613,1.28437,0.928296,10.7068,0,-0.11277,103.654,94.5752
33,0.99,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.82837,1.25529,0.153463,1.28383,0.928871,10.7113,0,-0.0863441,103.535,94.5051
34,1.02,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.82411,1.25806,0.15229,1.2835,0.92868,10.717,0,-0.0885315,103.398,94.3183
35,1.05,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.81981,1.26187,0.151159,1.28323,0.92775,10.7239,0,-0.0887751,103.254,94.1649
36,1.08,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.81536,1.26647,0.150566,1.28201,0.929109,10.7322,0,-0.0247527,103.176,94.1852
37,1.11,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.81085,1.27074,0.149592,1.2813,0.929256,10.7418,0,-0.11151,103.056,94.0071
38,1.14,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.80596,1.2733,0.148496,1.2807,0.92958,10.7528,0,-0.0467708,102.929,94.1497
39,1.17,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.80105,1.27671,0.147514,1.28035,0.928331,10.7652,0,-0.0729973,102.79,93.6978
40,1.2,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.79624,1.28154,0.146826,1.27923,0.929444,10.7789,0,0.0384781,102.686,93.9941
41,1.23,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.79117,1.28533,0.146236,1.27845,0.929965,10.794,0,-0.0622838,102.57,93.5194
42,1.26,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.78625,1.28938,0.145147,1.27788,0.92918,10.8105,0,-0.1204,102.447,93.3776
43,1.29,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.78086,1.29199,0.144381,1.27721,0.929548,10.8283,0,-0.0303844,102.327,93.2818
44,1.32,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.77578,1.29668,0.143616,1.27646,0.929026,10.8475,0,-0.0113704,102.212,93.3588
45,1.35,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.7706,1.30134,0.143147,1.27556,0.929947,10.868,0,-0.00228938,102.099,93.1988
46,1.38,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.76527,1.30551,0.142427,1.27498,0.929849,10.8897,0,-0.0446493,101.982,92.9303
47,1.41,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.75994,1.30937,0.141607,1.27452,0.930514,10.9127,0,-0.00964031,101.864,92.9516
48,1.44,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.75438,1.31286,0.14094,1.27414,0.929567,10.9369,0,-0.0456506,101.739,92.8765
49,1.47,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.74908,1.31806,0.140434,1.2733,0.9308,10.9622,0,0.0697664,101.622,92.7373
50,1.5,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.7434,1.32154,0.140009,1.27288,0.931144,10.9885,0,-0.0167933,101.482,92.5702
51,1.53,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.73792,1.32574,0.13932,1.27182,0.930896,11.0157,0,0.0251884,101.379,92.4689
52,1.56,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.73214,1.32874,0.138894,1.27127,0.931394,11.0438,0,0.00835856,101.231,92.3404
53,1.59,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.7265,1.33277,0.138321,1.27043,0.931272,11.0725,0,0.0308394,101.078,92.3359
54,1.62,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.7208,1.33664,0.137917,1.26977,0.931205,11.102,0,0.0173732,100.917,92.1189
55,1.65,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.71491,1.33983,0.13745,1.26868,0.932052,11.132,0,-0.00862581,100.793,92.1482
56,1.68,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.70932,1.34348,0.137007,1.26716,0.932775,11.1625,0,0.0844497,100.674,92.5551
57,1.71,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.70359,1.3463,0.136633,1.26636,0.933651,11.1934,0,-0.005222,100.534,91.598
58,1.74,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.69805,1.34999,0.135999,1.26521,0.933605,11.2248,0,-0.00182186,100.407,91.8032
59,1.77,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.69243,1.35281,0.135702,1.2636,0.935192,11.2565,0,0.0287373,100.315,91.722
60,1.8,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.6868,1.35519,0.135071,1.26274,0.934242,11.2885,0,-0.0162364,100.19,91.4939
61,1.83,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.68133,1.35835,0.134587,1.26139,0.935332,11.3207,0,0.0194518,100.075,91.5939
62,1.86,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.67614,1.36129,0.133927,1.26032,0.934423,11.3532,0,0.013242,99.9626,91.281
63,1.89,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.671,1.36412,0.133687,1.25885,0.934612,11.3858,0,0.0199369,99.8699,91.1761
64,1.92,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.66623,1.36764,0.133256,1.25796,0.933416,11.4186,0,0.0123969,99.7575,91.0626
65,1.95,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.66106,1.36972,0.132784,1.257,0.933797,11.4513,0,0.0243096,99.6594,91.0494
66,1.98,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.65596,1.37078,0.132416,1.25599,0.934966,11.4841,0,0.00186809,99.5639,90.8486
67,2.01,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.65092,1.37196,0.131782,1.25531,0.934721,11.5169,0,0.0023854,99.4611,90.7987
68,2.04,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.64593,1.37277,0.131227,1.25463,0.934178,11.5495,0,0.0141411,99.3587,91.1161
69,2.07,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.64115,1.37476,0.130726,1.25414,0.93385,11.582,0,-0.00844124,99.243,90.3668
70,2.1,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.63621,1.37533,0.130189,1.25309,0.933679,11.6143,0,0.0011309,99.1621,91.0767
71,2.13,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.63146,1.37642,0.129728,1.25164,0.934,11.6462,0,0.00710143,99.1029,90.6965
72,2.16,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.62664,1.37642,0.129303,1.25078,0.933259,11.6779,0,-0.00368029,99.0249,90.2952
73,2.19,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.62209,1.3778,0.128729,1.25021,0.932185,11.7092,0,-0.0062116,98.9271,90.1078
74,2.22,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.61719,1.37726,0.128288,1.24943,0.93211,11.7402,0,0.0175574,98.869,90.0678
75,2.25,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.6127,1.378,0.127821,1.24857,0.930847,11.7709,0,0.0160613,98.8132,90.28
76,2.28,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.60821,1.37817,0.127398,1.24783,0.931309,11.8013,0,0.020887,98.7771,90.0158
77,2.31,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.60353,1.37695,0.126864,1.24721,0.929272,11.8313,0,-0.00838125,98.739,89.8666
78,2.34,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.59925,1.37783,0.126421,1.24689,0.928889,11.8609,0,0.0220484,98.6867,89.8512
79,2.37,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.59481,1.37732,0.125986,1.24639,0.928401,11.8902,0,0.0271872,98.6522,90.4019
80,2.4,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.59036,1.37652,0.12555,1.24621,0.926949,11.9192,0,-0.000924437,98.6087,89.8373
81,2.43,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.58626,1.37668,0.1251,1.24593,0.925769,11.9477,0,-0.0131875,98.5765,89.8342
82,2.46,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.58197,1.37582,0.124717,1.24485,0.926345,11.9758,0,0.0378051,98.5841,89.8435
83,2.49,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.57773,1.37476,0.124316,1.24503,0.925111,12.0035,0,-0.00143106,98.53,89.6007
84,2.52,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.57387,1.37512,0.123839,1.24504,0.923772,12.0308,0,0.0154285,98.4724,89.5635
85,2.55,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.56969,1.37445,0.12345,1.24473,0.924136,12.0575,0,0.0128182,98.4442,89.5506
86,2.58,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.56553,1.37301,0.122978,1.24486,0.922416,12.0837,0,0.00849807,98.3823,89.461
87,2.61,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.56172,1.37336,0.122622,1.24475,0.921988,12.1095,0,0.037118,98.3223,89.6806
88,2.64,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.55772,1.37217,0.122255,1.24417,0.922181,12.1347,0,0.00982856,98.3029,89.4483
89,2.67,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.55367,1.37023,0.121935,1.24355,0.921848,12.1594,0,0.0306337,98.2737,89.5553
90,2.7,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.5502,1.37053,0.121551,1.24377,0.920383,12.1835,0,-0.00459282,98.1987,89.3127
91,2.73,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.54642,1.36993,0.121103,1.24347,0.920616,12.2071,0,0.0108715,98.1622,89.2577
92,2.76,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.5425,1.36782,0.120784,1.24359,0.919821,12.2302,0,0.00759165,98.0821,89.0773
93,2.79,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.5391,1.36797,0.120341,1.24333,0.918532,12.2528,0,0.0388066,98.0339,89.2751
94,2.82,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.53537,1.36694,0.120024,1.2429,0.918782,12.2749,0,0.0404636,97.9982,89.6745
95,2.85,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.53167,1.36554,0.119722,1.24288,0.91795,12.2964,0,0.0344109,97.9332,89.016
96,2.88,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.52842,1.36584,0.11933,1.24289,0.916573,12.3175,0,0.0129997,97.8638,89.1358
97,2.91,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.52486,1.36483,0.119028,1.24226,0.917117,12.338,0,0.0441917,97.8519,89.0485
98,2.94,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.52132,1.36285,0.118761,1.24207,0.916687,12.358,0,0.0237248,97.7901,89.0362
99,2.97,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.51823,1.36293,0.118345,1.24215,0.915337,12.3776,0,0.0238951,97.7158,88.9657
100,3,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.51483,1.36166,0.118022,1.24151,0.915309,12.3967,0,0.0399538,97.7064,88.8767
101,3.03,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.51144,1.35997,0.117768,1.24124,0.91492,12.4153,0,0.032268,97.6553,88.8183
102,3.06,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.50852,1.36019,0.11739,1.24119,0.913752,12.4334,0,0.0341983,97.5897,89.1206
103,3.09,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.50525,1.35865,0.117138,1.24073,0.914065,12.4511,0,0.0470691,97.5686,88.7372
104,3.12,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.50207,1.35714,0.116799,1.24062,0.912821,12.4684,0,0.0251848,97.514,88.6214
105,3.15,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.49927,1.35719,0.116535,1.2402,0.912691,12.4852,0,0.0254547,97.4789,88.7988
106,3.18,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.49617,1.35556,0.116238,1.23988,0.912461,12.5015,0,0.0466897,97.4447,88.6098
107,3.21,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.49319,1.35408,0.115937,1.23963,0.911355,12.5175,0,0.0280374,97.3981,88.5517
108,3.24,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.49056,1.35422,0.115661,1.2393,0.911343,12.533,0,0.0470899,97.3642,88.6827
109,3.27,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.48758,1.3523,0.11537,1.23903,0.910731,12.5482,0,0.0378703,97.3281,88.49
110,3.3,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.48482,1.35121,0.11508,1.23898,0.909869,12.5629,0,0.0298832,97.2729,88.3921
111,3.33,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.48231,1.35114,0.114832,1.23832,0.910031,12.5773,0,0.0522323,97.263,88.5967
112,3.36,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.47945,1.34894,0.114623,1.23812,0.909909,12.5912,0,0.0415198,97.223,88.3796
113,3.39,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.47699,1.34833,0.114267,1.23811,0.908301,12.6048,0,0.0326495,97.1664,88.293
114,3.42,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.47455,1.34807,0.11402,1.23758,0.90849,12.6181,0,0.0315205,97.1572,88.4858
115,3.45,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.47183,1.34593,0.113792,1.23739,0.908062,12.631,0,0.0446175,97.118,88.286
116,3.48,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.46951,1.34522,0.113563,1.23723,0.90741,12.6435,0,0.0268343,97.0727,88.2255
117,3.51,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.46729,1.34511,0.113288,1.23685,0.907338,12.6557,0,0.0485281,97.0497,88.3578
118,3.54,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.46474,1.34291,0.113075,1.2365,0.906693,12.6675,0,0.0365023,97.0306,88.2086
119,3.57,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.46263,1.34255,0.112816,1.23652,0.905948,12.6791,0,0.0438323,96.9778,88.1347
120,3.6,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.46049,1.34218,0.112566,1.23608,0.905971,12.6903,0,0.0516846,96.9638,88.2809
121,3.63,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.45809,1.34002,0.11244,1.23566,0.906087,12.7012,0,0.0499382,96.948,88.1662
122,3.66,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.45627,1.34012,0.11215,1.23585,0.90459,12.7118,0,0.0421446,96.8821,88.0275
123,3.69,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.4542,1.33916,0.111956,1.23514,0.905194,12.7221,0,0.0357481,96.8965,88.1921
124,3.72,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.45203,1.33738,0.111747,1.23511,0.904338,12.7322,0,0.041991,96.8527,88.0254
125,3.75,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.45032,1.33764,0.1115,1.23506,0.90343,12.7419,0,0.039321,96.8102,88.1988
126,3.78,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.44834,1.33649,0.111342,1.23453,0.904048,12.7514,0,0.0694825,96.8127,88.0868
127,3.81,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.44642,1.33492,0.111192,1.23436,0.903412,12.7606,0,0.0454849,96.7794,87.9716
128,3.84,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.44492,1.33532,0.110981,1.23424,0.902856,12.7695,0,0.0351819,96.7473,88.1167
129,3.87,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.44305,1.33395,0.1108,1.23377,0.903257,12.7782,0,0.0701378,96.7468,88.0144
130,3.9,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.44128,1.33257,0.110599,1.2338,0.901998,12.7867,0,0.0445192,96.7041,87.8859
131,3.93,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.4399,1.33314,0.110428,1.23366,0.901964,12.7949,0,0.0605104,96.6768,88.052
132,3.96,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.43818,1.33179,0.110261,1.23319,0.90209,12.8029,0,0.0731711,96.6786,87.9522
133,3.99,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.43655,1.33043,0.110115,1.23323,0.901352,12.8106,0,0.0311676,96.6386,87.8302
134,4.02,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.43534,1.33117,0.10991,1.23318,0.900854,12.8182,0,0.0622191,96.604,87.9863
135,4.05,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.43375,1.32972,0.109831,1.23249,0.901442,12.8255,0,0.0790311,96.6243,87.935
136,4.08,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.43231,1.32844,0.109699,1.23251,0.900949,12.8326,0,0.0497832,96.5896,87.78
137,4.11,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.43127,1.32924,0.109482,1.23247,0.900183,12.8395,0,0.0608336,96.5577,87.9364
138,4.14,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.42978,1.32774,0.109351,1.23199,0.900493,12.8462,0,0.059798,96.5661,87.8692
139,4.17,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.42845,1.32664,0.109215,1.23201,0.899799,12.8527,0,0.0559133,96.5344,87.7311
140,4.2,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.42747,1.32728,0.109036,1.23195,0.899201,12.859,0,0.0501607,96.5078,87.8925
141,4.23,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.4261,1.32591,0.108954,1.23147,0.899865,12.8652,0,0.0829577,96.5184,87.8076
142,4.26,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.4249,1.3248,0.1088,1.23152,0.898738,12.8711,0,0.0420141,96.487,87.6876
143,4.29,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.42403,1.32554,0.108667,1.23142,0.898939,12.8769,0,0.0688119,96.4666,87.8488
144,4.32,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.42278,1.32414,0.10857,1.23096,0.898956,12.8826,0,0.0803847,96.4773,87.7667
145,4.35,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.42168,1.32309,0.108464,1.23102,0.898617,12.888,0,0.0590026,96.4471,87.647
146,4.38,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.42095,1.32391,0.108297,1.23093,0.898103,12.8934,0,0.0684089,96.428,87.8119
147,4.41,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41978,1.3224,0.10825,1.23048,0.898777,12.8985,0,0.0730203,96.4409,87.7404
148,4.44,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41881,1.32151,0.108112,1.23054,0.897845,12.9035,0,0.0614449,96.4138,87.6148
149,4.47,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41816,1.32224,0.107985,1.23047,0.897688,12.9084,0,0.0541907,96.3955,87.7801
150,4.5,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41713,1.32101,0.107922,1.23003,0.898106,12.9132,0,0.0874458,96.4092,87.7066
151,4.53,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41624,1.31998,0.107811,1.23009,0.897271,12.9178,0,0.0465457,96.3833,87.5859
152,4.56,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41569,1.32089,0.107688,1.23004,0.897313,12.9222,0,0.0726435,96.3659,87.748
153,4.59,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41475,1.31957,0.107618,1.22961,0.897344,12.9266,0,0.0746333,96.3806,87.678
154,4.62,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41394,1.31866,0.107538,1.22969,0.897079,12.9308,0,0.0645425,96.3559,87.5562
155,4.65,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41349,1.31956,0.107396,1.22965,0.896535,12.9349,0,0.0701184,96.3394,87.7212
156,4.68,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41262,1.31834,0.107379,1.22922,0.897395,12.9389,0,0.0905234,96.356,87.6592
157,4.71,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.4119,1.31739,0.107267,1.22929,0.896438,12.9428,0,0.0631271,96.3339,87.5352
158,4.74,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41149,1.31824,0.107178,1.2293,0.896604,12.9465,0,0.0709482,96.3157,87.6973
159,4.77,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41076,1.31728,0.107115,1.22887,0.896746,12.9502,0,0.0912571,96.3338,87.641
160,4.8,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.41006,1.31618,0.107055,1.22894,0.896334,12.9537,0,0.0493291,96.3137,87.5179
161,4.83,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.40976,1.31721,0.106932,1.22896,0.895994,12.9572,0,0.0727552,96.2962,87.6755
162,4.86,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.40963,1.3172,0.10692,1.22884,0.89623,12.958,0,0.0765506,96.3022,87.6864
163,4.89,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.40961,1.31719,0.106919,1.22883,0.896234,12.9581,0,0.0804089,96.3031,87.6857
164,4.92,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.40885,1.31563,0.106887,1.22852,0.896222,12.9614,0,0.0713599,96.313,87.5858
165,4.95,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.40862,1.31524,0.106861,1.22854,0.896048,12.9626,0,0.0691041,96.3063,87.5353
166,4.98,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.4086,1.31523,0.106858,1.22855,0.896036,12.9627,0,0.068901,96.3054,87.5313
167,5.01,0,1.87182,-3.08416 -105.518 0,0,0,0,0,1.40858,1.31522,0.106855,1.22856,0.896025,12.9628,0,0.0687997,96.3046,87.5273
