Steps,User Time,Real Time,Growth Rate,QC position,Average Pressure,Average Sigma,Average Cell Growth,Average Vertex Velocity,Average Auxin Cytoplasm,Std Auxin Cytoplasm,Average Auxin Intercellular,Average PIN Cytoplasm,Average PIN Membrane,Average AUX1 Cytoplasm,Average Auxin Diffusion,Average Auxin Export,Average PIN1 Expression,Average PIN1 Trafficking
27,0.81,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.93329,1.23083,0.185977,1.18191,1.03291,10.7127,0,-0.0981201,111.186,102.815
28,0.84,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.93609,1.2335,0.184609,1.18186,1.03339,10.712,0,-0.108311,111.191,102.868
29,0.87,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.93868,1.23357,0.183363,1.18122,1.03416,10.7124,0,-0.0742282,111.208,103.137
30,0.9,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.94107,1.23189,0.182118,1.18066,1.03529,10.714,0,-0.0658194,111.225,103.131
31,0.93,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.94333,1.22949,0.18094,1.1802,1.03602,10.7168,0,-0.0485652,111.24,103.081
32,0.96,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.9455,1.22709,0.179885,1.17989,1.03694,10.7207,0,-0.0249175,111.252,103.04
33,0.99,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.9476,1.22506,0.178981,1.17967,1.03843,10.726,0,0.00200809,111.262,103.028
34,1.02,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.94968,1.22342,0.17819,1.17948,1.03882,10.7325,0,0.0125143,111.269,103.027
35,1.05,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.9518,1.22211,0.177476,1.17935,1.03924,10.7404,0,0.0260181,111.274,103.016
36,1.08,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.95394,1.22101,0.176783,1.17926,1.03929,10.7496,0,0.00345613,111.276,103
37,1.11,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.95617,1.22004,0.175994,1.17922,1.03916,10.7603,0,0.00524283,111.278,102.979
38,1.14,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.95833,1.21876,0.17526,1.17922,1.03939,10.7723,0,0.0165067,111.279,102.967
39,1.17,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.96038,1.21718,0.174573,1.17924,1.04063,10.7858,0,0.0232849,111.28,102.961
40,1.2,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.96222,1.21501,0.173983,1.17925,1.04235,10.8007,0,0.0404147,111.281,102.967
41,1.23,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.96388,1.21224,0.173441,1.17926,1.04387,10.817,0,0.0426741,111.282,102.965
42,1.26,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.96541,1.20905,0.172915,1.17929,1.04518,10.8348,0,0.0413614,111.283,102.958
43,1.29,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.96682,1.2054,0.17238,1.17934,1.04557,10.8539,0,0.0367208,111.282,102.956
44,1.32,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.9682,1.20142,0.171829,1.17938,1.04546,10.8745,0,0.0371384,111.282,102.959
45,1.35,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.96956,1.19732,0.171293,1.17939,1.04577,10.8963,0,0.0386716,111.284,102.972
46,1.38,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.9709,1.19319,0.170778,1.17938,1.04631,10.9195,0,0.0413532,111.286,102.982
47,1.41,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.9722,1.18909,0.170278,1.17934,1.04697,10.9439,0,0.0430329,111.289,102.988
48,1.44,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.97346,1.18505,0.169792,1.17931,1.04768,10.9695,0,0.0443751,111.292,102.993
49,1.47,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.97477,1.18126,0.169208,1.17926,1.04744,10.9963,0,0.0143591,111.296,102.996
50,1.5,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.97602,1.17758,0.168696,1.17922,1.04827,11.0241,0,0.0489585,111.299,103
51,1.53,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.97716,1.17392,0.168262,1.17919,1.04908,11.0529,0,0.0523672,111.302,103.003
52,1.56,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.9783,1.17049,0.167773,1.17915,1.04944,11.0826,0,0.0504663,111.304,103.006
53,1.59,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.97934,1.16705,0.167359,1.17912,1.05018,11.1131,0,0.0530736,111.307,103.009
54,1.62,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98036,1.16367,0.166896,1.17908,1.05031,11.1445,0,0.0328625,111.309,103.012
55,1.65,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.9813,1.16026,0.166465,1.17905,1.05087,11.1765,0,0.0532833,111.312,103.014
56,1.68,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98215,1.15678,0.166062,1.17903,1.05133,11.2092,0,0.0555575,111.313,103.015
57,1.71,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98298,1.15341,0.165628,1.17901,1.05158,11.2424,0,0.0569276,111.315,103.015
58,1.74,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98373,1.14999,0.165267,1.17899,1.0523,11.2761,0,0.0623562,111.316,103.014
59,1.77,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98449,1.14663,0.164893,1.17899,1.05259,11.3103,0,0.0392809,111.316,103.013
60,1.8,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98525,1.14336,0.164525,1.17899,1.05328,11.3447,0,0.0655579,111.316,103.013
61,1.83,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98596,1.14014,0.164206,1.17899,1.05391,11.3795,0,0.06824,111.316,103.012
62,1.86,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98667,1.13715,0.163851,1.17899,1.05418,11.4144,0,0.0676067,111.317,103.013
63,1.89,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98731,1.13429,0.163552,1.17899,1.05474,11.4495,0,0.0716489,111.317,103.012
64,1.92,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98791,1.13164,0.16325,1.17899,1.05489,11.4847,0,0.0522147,111.317,103.013
65,1.95,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98849,1.12927,0.162928,1.17899,1.05585,11.52,0,0.0715102,111.318,103.012
66,1.98,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98892,1.12681,0.162658,1.179,1.05677,11.5552,0,0.0791839,111.318,103.012
67,2.01,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98933,1.12456,0.162396,1.17901,1.05681,11.5903,0,0.0787661,111.319,103.011
68,2.04,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.98975,1.12263,0.162153,1.17902,1.05698,11.6254,0,0.081356,111.319,103.011
69,2.07,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.99014,1.12095,0.161921,1.17903,1.05722,11.6603,0,0.0827709,111.32,103.011
70,2.1,0,0.0895001,-3.08416 -105.518 0,0,0,0,0,1.99049,1.11948,0.161695,1.17904,1.05748,11.6949,0,0.083737,111.321,103.012
71,2.13,0.03,82.2155,-3.08603 -105.53 0,0,0,0.0152286,0.277613,1.98978,1.11828,0.161475,1.17847,1.05729,11.7236,0,0.084576,111.321,103.013
72,2.16,0.06,82.2272,-3.09174 -105.548 0,0,0,0.0235539,0.44203,1.98853,1.1177,0.16125,1.17749,1.05691,11.7439,0,0.084204,111.319,103.025
73,2.19,0.09,82.249,-3.09942 -105.573 0,0,0,0.0289444,0.586946,1.98711,1.1169,0.16088,1.17626,1.05577,11.7695,0,0.0542525,111.325,103.028
74,2.22,0.12,82.279,-3.10768 -105.604 0,0,0,0.032815,0.712751,1.98544,1.11603,0.16049,1.1749,1.0562,11.7946,0,0.0831754,111.338,103.034
75,2.25,0.15,82.3161,-3.11569 -105.64 0,0,0,0.0321819,0.810582,1.98167,1.11282,0.160057,1.17138,1.05161,11.8351,0,0.0863083,111.359,103.049
76,2.28,0.18,82.3599,-3.12295 -105.682 0,0,0,0.0368107,0.88146,1.96418,1.12736,0.158204,1.17152,1.05242,11.8717,0,-0.231822,111.852,103.135
77,2.31,0.18,82.4099,-3.12867 -105.729 0,0,0,0.0393613,0.92406,1.94858,1.13868,0.156245,1.17127,1.0522,11.9052,0,-0.182758,111.797,103.164
78,2.34,0.18,82.4657,-3.13225 -105.781 0,0,0,0.0411482,0.938816,1.93387,1.14774,0.154333,1.17068,1.05108,11.9361,0,-0.208339,111.638,103.121
79,2.37,0.21,82.5269,-3.13378 -105.837 0,0,0,0.0420508,0.928409,1.91959,1.15533,0.152361,1.16961,1.04974,11.9655,0,-0.204991,111.307,102.991
80,2.4,0.24,82.5926,-3.13352 -105.896 0,0,0,0.041538,0.89648,1.90401,1.15994,0.15024,1.16636,1.04025,11.9621,0,-0.184504,110.795,102.774
81,2.43,0.27,82.6622,-3.1342 -105.955 0,0,0,0.041261,0.861548,1.88756,1.16384,0.148744,1.16479,1.03621,12.0189,0,-0.0461166,110.711,102.688
82,2.46,0.3,82.7345,-3.13441 -106.017 0,0,0,0.040815,0.817787,1.87182,1.16792,0.148265,1.16374,1.03085,12.0626,0,0.0885205,110.629,102.577
83,2.49,0.33,82.8086,-3.13472 -106.083 0,0,0,0.0417664,0.784563,1.85557,1.17791,0.149299,1.16415,1.03214,12.1109,0,0.256633,110.666,102.524
84,2.52,0.36,82.8849,-3.1345 -106.15 0,0,0,0.0411588,0.750381,1.83993,1.18953,0.149185,1.1631,1.03224,12.152,0,-0.0293064,110.345,102.407
85,2.55,0.39,82.9626,-3.13357 -106.219 0,0,0,0.0402837,0.732192,1.8251,1.20076,0.147868,1.16151,1.03072,12.1879,0,-0.15662,110.147,102.262
86,2.58,0.42,83.0409,-3.13216 -106.289 0,0,0,0.0395053,0.734685,1.81073,1.21016,0.146175,1.15998,1.02864,12.2199,0,-0.19938,110.029,102.086
87,2.61,0.45,83.12,-3.13041 -106.36 0,0,0,0.0388917,0.755255,1.79662,1.2173,0.144399,1.15879,1.02676,12.2491,0,-0.202642,109.957,101.919
88,2.64,0.48,83.1997,-3.12856 -106.433 0,0,0,0.0383594,0.785773,1.78266,1.2224,0.142671,1.15803,1.0251,12.2762,0,-0.191876,109.911,101.768
89,2.67,0.51,83.28,-3.12684 -106.506 0,0,0,0.0378881,0.818751,1.76878,1.22592,0.141003,1.15768,1.02332,12.3018,0,-0.204996,109.872,101.632
90,2.7,0.54,83.361,-3.12542 -106.58 0,0,0,0.0374771,0.849077,1.75506,1.22855,0.13928,1.15769,1.02148,12.3264,0,-0.185948,109.834,101.512
91,2.73,0.57,83.4425,-3.12451 -106.655 0,0,0,0.0371181,0.874856,1.74123,1.2302,0.137755,1.15795,1.02066,12.3502,0,-0.156752,109.793,101.415
92,2.76,0.6,83.5246,-3.12422 -106.731 0,0,0,0.0364392,0.892371,1.72313,1.2306,0.136154,1.15602,1.01562,12.4495,0,-0.164891,109.748,101.346
93,2.79,0.63,83.6073,-3.12919 -106.808 0,0,0,0.0365256,0.909953,1.70909,1.2309,0.135081,1.15772,1.01815,12.482,0,-0.0856909,110.193,101.437
94,2.82,0.66,83.6915,-3.13583 -106.887 0,0,0,0.0363663,0.921351,1.69477,1.2304,0.133989,1.15894,1.02011,12.5129,0,-0.10229,110.132,101.503
95,2.85,0.66,83.7755,-3.14173 -106.965 0,0,0,0.0362238,0.930052,1.68035,1.22963,0.132787,1.15978,1.02137,12.5404,0,-0.117495,110.059,101.537
96,2.88,0.66,83.8584,-3.14628 -107.043 0,0,0,0.036088,0.937325,1.66583,1.22868,0.13151,1.16034,1.02226,12.565,0,-0.129335,109.973,101.528
97,2.91,0.66,83.9408,-3.15001 -107.12 0,0,0,0.0359254,0.944434,1.65123,1.22756,0.130174,1.16065,1.02261,12.5875,0,-0.136842,109.878,101.497
98,2.94,0.66,84.0232,-3.15336 -107.198 0,0,0,0.0357919,0.952095,1.63665,1.22657,0.128692,1.16073,1.02175,12.6082,0,-0.163722,109.777,101.455
99,2.97,0.66,84.1059,-3.15676 -107.277 0,0,0,0.0356517,0.960735,1.622,1.2256,0.127249,1.16057,1.02169,12.6273,0,-0.135002,109.674,101.412
100,3,0.66,84.1892,-3.16043 -107.356 0,0,0,0.0355222,0.970406,1.60719,1.22431,0.125937,1.16016,1.02222,12.645,0,-0.134451,109.572,101.36
101,3.03,0.66,2.15093,-3.16441 -107.436 0,0,0,0.0353888,0.980914,1.59238,1.223,0.124567,1.15955,1.02264,12.6612,0,-0.128943,109.475,101.284
102,3.06,0.66,2.22758,-3.16865 -107.517 0,0,0,0.0351827,0.992029,1.57743,1.22122,0.123296,1.15885,1.02357,12.6762,0,-0.120479,109.385,101.194
103,3.09,0.66,2.29475,-3.17307 -107.598 0,0,0,0.03496,1.00357,1.56248,1.21925,0.122046,1.15809,1.02292,12.6898,0,-0.119199,109.305,101.119
104,3.12,0.69,2.35432,-3.17758 -107.68 0,0,0,0.0346508,1.01163,1.5584,1.22687,0.120883,1.1557,1.0194,12.7214,0,-0.114407,109.24,101.063
105,3.15,0.72,2.40716,-3.18227 -107.764 0,0,0,0.0347717,1.02402,1.54311,1.22447,0.122193,1.15658,1.0207,12.7441,0,0.25964,109.687,101.143
106,3.18,0.72,2.45501,-3.18464 -107.849 0,0,0,0.0340401,1.03598,1.52766,1.2235,0.122419,1.15691,1.02219,12.762,0,0.0804343,109.639,101.171
107,3.21,0.75,2.49769,-3.18629 -107.933 0,0,0,0.0332409,1.04802,1.51177,1.22389,0.122012,1.15693,1.0231,12.7769,0,0.00421017,109.598,101.182
108,3.24,0.78,2.5348,-3.18809 -108.017 0,0,0,0.0323722,1.05978,1.49567,1.22459,0.121078,1.15675,1.0231,12.7896,0,-0.0896966,109.57,101.187
109,3.27,0.81,2.56648,-3.19006 -108.1 0,0,0,0.0320275,1.06871,1.48054,1.22212,0.119616,1.1566,1.01554,12.8088,0,-0.144447,109.558,101.197
110,3.3,0.84,2.5931,-3.19202 -108.183 0,0,0,0.0318393,1.07977,1.46444,1.22122,0.118701,1.15858,1.01654,12.8261,0,-0.0285477,109.982,101.353
111,3.33,0.87,2.61529,-3.19437 -108.268 0,0,0,0.0315951,1.087,1.46057,1.23237,0.117574,1.15752,1.01143,12.8181,0,-0.132191,109.907,101.416
112,3.36,0.9,2.63526,-3.19696 -108.352 0,0,0,0.0317859,1.10185,1.44367,1.22472,0.117344,1.15929,1.012,12.8371,0,0.115878,110.376,101.578
113,3.39,0.93,2.65421,-3.19967 -108.438 0,0,0,0.0310854,1.10893,1.42661,1.21462,0.117201,1.16011,1.01259,12.8526,0,0.0333949,110.379,101.671
114,3.42,0.96,2.67127,-3.20271 -108.524 0,0,0,0.030579,1.11771,1.41029,1.20237,0.116228,1.16058,1.01276,12.865,0,-0.10553,110.395,101.741
115,3.45,0.99,2.68727,-3.20643 -108.61 0,0,0,0.0300444,1.12655,1.39478,1.18934,0.114895,1.16084,1.01213,12.8752,0,-0.134204,110.418,101.794
116,3.48,1.02,2.70285,-3.21092 -108.697 0,0,0,0.0296238,1.13542,1.38004,1.1774,0.113485,1.16099,1.01199,12.8839,0,-0.144316,110.443,101.827
117,3.51,1.05,2.7179,-3.21609 -108.784 0,0,0,0.0292765,1.14157,1.36616,1.1653,0.11196,1.16041,1.00756,12.9111,0,-0.165825,110.469,101.861
118,3.54,1.08,2.73276,-3.22168 -108.872 0,0,0,0.0296683,1.15127,1.35349,1.15816,0.110774,1.16243,1.00983,12.9262,0,-0.0362824,110.976,102.033
119,3.57,1.11,2.74809,-3.22805 -108.962 0,0,0,0.0293468,1.15861,1.34105,1.15321,0.110062,1.16371,1.01197,12.9376,0,-0.0329533,110.969,102.141
120,3.6,1.14,2.76468,-3.2348 -109.052 0,0,0,0.0289532,1.16628,1.32928,1.14991,0.109227,1.16449,1.01377,12.9467,0,-0.0822425,110.96,102.214
121,3.63,1.17,2.78134,-3.24156 -109.142 0,0,0,0.0285615,1.1738,1.31831,1.14721,0.108094,1.16495,1.01414,12.9543,0,-0.124826,110.96,102.255
122,3.66,1.2,2.79764,-3.24811 -109.233 0,0,0,0.0282197,1.18121,1.30806,1.14427,0.106898,1.16526,1.01425,12.9605,0,-0.120354,110.968,102.273
123,3.69,1.23,2.81324,-3.25441 -109.324 0,0,0,0.0279099,1.18841,1.29827,1.14102,0.105741,1.16552,1.01455,12.9657,0,-0.112958,110.98,102.272
124,3.72,1.26,2.82707,-3.26044 -109.416 0,0,0,0.0276531,1.19539,1.28878,1.13751,0.10464,1.16582,1.0147,12.9702,0,-0.101712,110.991,102.256
125,3.75,1.29,2.84092,-3.26624 -109.507 0,0,0,0.0274311,1.20216,1.27945,1.13384,0.103583,1.16619,1.01447,12.974,0,-0.0953485,110.997,102.237
126,3.78,1.32,2.85574,-3.27183 -109.599 0,0,0,0.0272189,1.20874,1.27024,1.13013,0.102564,1.1666,1.01401,12.9772,0,-0.0886033,110.998,102.218
127,3.81,1.35,2.87102,-3.27726 -109.691 0,0,0,0.0270297,1.21511,1.26114,1.12646,0.101586,1.16704,1.01354,12.9799,0,-0.0817543,110.998,102.196
128,3.84,1.38,2.88637,-3.28251 -109.783 0,0,0,0.0268578,1.22128,1.25219,1.12291,0.100637,1.16748,1.01274,12.9823,0,-0.0772998,110.999,102.18
129,3.87,1.41,2.90153,-3.2876 -109.876 0,0,0,0.0266996,1.22725,1.24338,1.11951,0.099718,1.1679,1.0121,12.9844,0,-0.0717386,111.001,102.177
130,3.9,1.44,2.9164,-3.29252 -109.97 0,0,0,0.0265389,1.23302,1.23472,1.11624,0.0988327,1.16828,1.01165,12.9863,0,-0.0661987,111.005,102.187
131,3.93,1.47,2.93093,-3.29729 -110.064 0,0,0,0.0263901,1.23861,1.22623,1.11305,0.0979763,1.1686,1.01101,12.988,0,-0.060609,111.008,102.203
132,3.96,1.5,2.94509,-3.30188 -110.158 0,0,0,0.026244,1.24402,1.21791,1.1099,0.0971546,1.16887,1.01052,12.9896,0,-0.0559865,111.01,102.219
133,3.99,1.53,2.95888,-3.30631 -110.253 0,0,0,0.0260984,1.24925,1.20975,1.10676,0.0963499,1.16908,1.00963,12.991,0,-0.0529683,111.01,102.233
134,4.02,1.56,2.97232,-3.31059 -110.348 0,0,0,0.0235488,1.24833,1.20758,1.10529,0.0954203,1.16688,1.00258,12.9969,0,-0.0477372,111.008,102.239
135,4.05,1.59,2.98544,-3.31457 -110.444 0,0,0,0.0241182,1.25317,1.19939,1.10094,0.0952973,1.16829,1.00347,13.0113,0,0.145804,111.503,102.368
136,4.08,1.62,2.99705,-3.31822 -110.541 0,0,0,0.0232273,1.2518,1.20043,1.10466,0.0952006,1.16821,0.995605,12.9437,0,0.0651725,111.494,102.445
137,4.11,1.65,3.00831,-3.32204 -110.639 0,0,0,0.0212474,1.25379,1.1876,1.09858,0.0962569,1.17055,0.989413,12.9673,0,0.446396,111.972,102.752
138,4.14,1.68,3.01996,-3.32628 -110.737 0,0,0,0.021489,1.25912,1.17681,1.09386,0.0979889,1.17309,0.99144,12.9875,0,0.306031,112.393,103.058
139,4.17,1.68,3.03209,-3.33047 -110.835 0,0,0,0.0215403,1.26277,1.16714,1.09079,0.0979835,1.1747,0.993068,13.003,0,-0.0830463,112.32,103.149
140,4.2,1.71,3.0451,-3.33462 -110.933 0,0,0,0.0215361,1.2667,1.15873,1.08751,0.0965889,1.17568,0.994584,13.0146,0,-0.19023,112.257,103.199
141,4.23,1.71,3.05866,-3.33875 -111.031 0,0,0,0.0215254,1.27055,1.15093,1.08355,0.0951023,1.17629,0.995762,13.0229,0,-0.17154,112.207,103.207
142,4.26,1.71,3.07126,-3.34285 -111.127 0,0,0,0.0214679,1.2743,1.14353,1.07974,0.0937925,1.17669,0.996037,13.029,0,-0.133253,112.165,103.187
143,4.29,1.71,3.08232,-3.34668 -111.222 0,0,0,0.0214579,1.27788,1.13652,1.07662,0.0926637,1.177,0.995806,13.0333,0,-0.111544,112.137,103.159
144,4.32,1.71,3.0921,-3.34993 -111.317 0,0,0,0.021475,1.28131,1.12992,1.07439,0.091688,1.17726,0.995941,13.0365,0,-0.0893514,112.124,103.135
145,4.35,1.71,3.10076,-3.35262 -111.411 0,0,0,0.0215014,1.28462,1.1237,1.07279,0.090798,1.17758,0.995617,13.0385,0,-0.0823896,112.12,103.113
146,4.38,1.71,3.10846,-3.35501 -111.506 0,0,0,0.0215178,1.28778,1.1178,1.07143,0.0899632,1.17784,0.994794,13.0401,0,-0.0721272,112.123,103.176
147,4.41,1.71,3.11561,-3.3573 -111.6 0,0,0,0.0210473,1.2841,1.11438,1.06876,0.0892089,1.17603,0.990643,13.0526,0,-0.0633566,112.133,103.254
148,4.44,1.71,3.12231,-3.3597 -111.695 0,0,0,0.0211532,1.28615,1.10877,1.06672,0.0891411,1.17787,0.991018,13.0581,0,0.0380281,112.635,103.327
149,4.47,1.74,3.1276,-3.36263 -111.79 0,0,0,0.0211787,1.2889,1.10302,1.06483,0.0888565,1.17859,0.991231,13.0616,0,-0.00265329,112.628,103.608
150,4.5,1.77,3.12929,-3.36588 -111.884 0,0,0,0.0211791,1.29179,1.0972,1.06348,0.0883637,1.17883,0.991072,13.0653,0,-0.0441536,112.615,103.684
151,4.53,1.8,3.12956,-3.36893 -111.978 0,0,0,0.0211501,1.29463,1.09126,1.0625,0.0876763,1.17885,0.990058,13.0689,0,-0.0718761,112.597,103.715
152,4.56,1.8,3.12912,-3.37173 -112.071 0,0,0,0.0211282,1.29749,1.08527,1.06198,0.0869031,1.17873,0.988952,13.0718,0,-0.0751247,112.575,103.728
153,4.59,1.8,3.12839,-3.3743 -112.164 0,0,0,0.0210994,1.30023,1.07923,1.0616,0.0861562,1.1785,0.988283,13.074,0,-0.0688238,112.55,103.734
154,4.62,1.8,3.12753,-3.3767 -112.256 0,0,0,0.0210698,1.30283,1.07318,1.06116,0.0854389,1.17817,0.98798,13.0757,0,-0.0656412,112.522,103.733
155,4.65,1.8,3.12673,-3.37903 -112.348 0,0,0,0.021035,1.30529,1.06708,1.06033,0.0847718,1.17777,0.988275,13.0769,0,-0.0543831,112.491,103.721
156,4.68,1.83,3.12603,-3.38135 -112.44 0,0,0,0.0210205,1.30762,1.06093,1.05889,0.0841087,1.17735,0.9883,13.078,0,-0.0663363,112.457,103.679
157,4.71,1.86,3.12548,-3.3837 -112.532 0,0,0,0.0207558,1.30208,1.05325,1.0549,0.0832589,1.1747,0.982619,13.0539,0,-0.057504,112.423,103.562
158,4.74,1.89,3.12504,-3.38612 -112.624 0,0,0,0.0209904,1.30355,1.04662,1.05174,0.0830786,1.1758,0.984482,13.0659,0,0.0212097,112.891,103.725
159,4.77,1.92,3.12466,-3.3886 -112.717 0,0,0,0.0208769,1.30535,1.04002,1.04796,0.0827928,1.17593,0.985772,13.0753,0,-0.00632933,112.887,103.944
